Player,Stat,Line,Season_Avg,L5_Avg,Formula,Expected,Std_Dev,Deviation,Z_Score,Recommendation,Confidence,Bookmaker,Over_Odds,Under_Odds
Kel'el Ware,FG3M,0.5,1.06,1.2,(1.06 × 0.5) + (1.2 × 0.5) = 1.13,1.13,0.87,-0.63,-0.72,UNDER,Medium,draftkings,-174,131
Gabe Vincent,FG3M,0.5,1.0,1.0,(1.0 × 0.5) + (1.0 × 0.5) = 1.0,1.0,0.71,-0.5,-0.71,UNDER,Medium,draftkings,160,-210
Devin Booker,PTS,28.5,26.39,20.8,(26.39 × 0.5) + (20.8 × 0.5) = 23.59,23.59,6.88,4.91,0.71,OVER,Medium,fanduel,-114,-114
Oso Ighodaro,REB,4.5,3.28,2.8,(3.28 × 0.5) + (2.8 × 0.5) = 3.04,3.04,2.08,1.46,0.7,OVER,Medium,fanduel,-110,-120
Josh Okogie,PTS,9.5,7.4,5.4,(7.4 × 0.5) + (5.4 × 0.5) = 6.4,6.4,4.56,3.1,0.68,OVER,Medium,draftkings,-111,-114
Ivica Zubac,AST,3.5,2.35,2.6,(2.35 × 0.5) + (2.6 × 0.5) = 2.48,2.48,1.54,1.02,0.67,OVER,Medium,fanduel,-136,102
Jaylen Wells,FG3M,2.5,1.56,1.6,(1.56 × 0.5) + (1.6 × 0.5) = 1.58,1.58,1.38,0.92,0.67,OVER,Medium,draftkings,123,-163
Ryan Kalkbrenner,PTS,6.5,9.4,9.8,(9.4 × 0.5) + (9.8 × 0.5) = 9.6,9.6,4.69,-3.1,-0.66,UNDER,Medium,draftkings,-120,-106
Kentavious Caldwell-Pope,FG3M,1.5,1.0,0.8,(1.0 × 0.5) + (0.8 × 0.5) = 0.9,0.9,0.91,0.6,0.66,OVER,Medium,draftkings,150,-200
Naz Reid,FG3M,1.5,2.0,2.8,(2.0 × 0.5) + (2.8 × 0.5) = 2.4,2.4,1.41,-0.9,-0.64,UNDER,Medium,draftkings,-167,126
Austin Reaves,AST,3.5,7.31,4.6,(7.31 × 0.5) + (4.6 × 0.5) = 5.95,5.95,4.03,-2.45,-0.61,UNDER,Medium,draftkings,105,-135
Naz Reid,PTS,11.5,13.18,18.6,(13.18 × 0.5) + (18.6 × 0.5) = 15.89,15.89,7.19,-4.39,-0.61,UNDER,Medium,draftkings,-116,-110
Derrick White,REB,3.5,4.0,5.0,(4.0 × 0.5) + (5.0 × 0.5) = 4.5,4.5,1.66,-1.0,-0.6,UNDER,Medium,draftkings,-163,124
Shaedon Sharpe,FG3M,2.5,1.79,1.8,(1.79 × 0.5) + (1.8 × 0.5) = 1.79,1.79,1.25,0.71,0.57,OVER,Medium,fanduel,126,-166
Tobias Harris,PTS,11.5,13.88,14.8,(13.88 × 0.5) + (14.8 × 0.5) = 14.34,14.34,5.11,-2.84,-0.56,UNDER,Medium,draftkings,-110,-116
Anfernee Simons,FG3M,1.5,2.71,2.0,(2.71 × 0.5) + (2.0 × 0.5) = 2.35,2.35,1.53,-0.85,-0.56,UNDER,Medium,draftkings,-187,141
Davion Mitchell,AST,5.5,7.33,6.6,(7.33 × 0.5) + (6.6 × 0.5) = 6.97,6.97,2.63,-1.47,-0.56,UNDER,Medium,fanduel,-132,100
Keegan Murray,PTS,14.5,18.67,18.67,(18.67 × 0.5) + (18.67 × 0.5) = 18.67,18.67,7.51,-4.17,-0.56,UNDER,Medium,fanduel,-104,-128
Devin Vassell,PTS,16.5,13.88,13.8,(13.88 × 0.5) + (13.8 × 0.5) = 13.84,13.84,4.77,2.66,0.56,OVER,Medium,fanduel,-110,-120
Josh Okogie,FG3M,1.5,1.2,0.6,(1.2 × 0.5) + (0.6 × 0.5) = 0.9,0.9,1.08,0.6,0.55,OVER,Medium,draftkings,143,-190
Devin Booker,FG3M,2.5,1.89,1.2,(1.89 × 0.5) + (1.2 × 0.5) = 1.54,1.54,1.75,0.96,0.55,OVER,Medium,fanduel,152,-205
Cade Cunningham,REB,5.5,6.0,8.2,(6.0 × 0.5) + (8.2 × 0.5) = 7.1,7.1,2.99,-1.6,-0.54,UNDER,Medium,draftkings,-115,-114
Pascal Siakam,FG3M,1.5,1.88,2.6,(1.88 × 0.5) + (2.6 × 0.5) = 2.24,2.24,1.36,-0.74,-0.54,UNDER,Medium,draftkings,-123,-107
Jericho Sims,REB,3.5,2.08,2.6,(2.08 × 0.5) + (2.6 × 0.5) = 2.34,2.34,2.14,1.16,0.54,OVER,Medium,betonlineag,-185,141
Austin Reaves,PTS,20.5,27.62,23.4,(27.62 × 0.5) + (23.4 × 0.5) = 25.51,25.51,9.4,-5.01,-0.53,UNDER,Medium,draftkings,-130,100
Shaedon Sharpe,PTS,22.5,22.57,30.0,(22.57 × 0.5) + (30.0 × 0.5) = 26.29,26.29,7.13,-3.79,-0.53,UNDER,Medium,fanduel,-130,-102
Deni Avdija,PTS,26.5,24.89,22.0,(24.89 × 0.5) + (22.0 × 0.5) = 23.44,23.44,5.78,3.06,0.53,OVER,Medium,fanduel,-128,-104
Payton Pritchard,REB,3.5,4.29,5.4,(4.29 × 0.5) + (5.4 × 0.5) = 4.85,4.85,2.57,-1.35,-0.52,UNDER,Medium,draftkings,-166,125
Mikal Bridges,AST,3.5,4.69,4.2,(4.69 × 0.5) + (4.2 × 0.5) = 4.44,4.44,1.82,-0.94,-0.52,UNDER,Medium,draftkings,-164,124
Davion Mitchell,PTS,8.5,10.28,11.0,(10.28 × 0.5) + (11.0 × 0.5) = 10.64,10.64,4.1,-2.14,-0.52,UNDER,Medium,fanduel,-132,100
Andrew Wiggins,PTS,13.5,16.73,15.6,(16.73 × 0.5) + (15.6 × 0.5) = 16.17,16.17,5.32,-2.67,-0.5,UNDER,Medium,fanduel,100,-132
Keldon Johnson,FG3M,1.5,0.81,1.2,(0.81 × 0.5) + (1.2 × 0.5) = 1.01,1.01,0.98,0.49,0.5,OVER,Medium,fanduel,148,-200
Marcus Smart,REB,1.5,2.23,2.6,(2.23 × 0.5) + (2.6 × 0.5) = 2.42,2.42,1.88,-0.92,-0.49,NO PLAY,N/A,draftkings,-110,-120
Alex Caruso,PTS,7.5,5.85,5.6,(5.85 × 0.5) + (5.6 × 0.5) = 5.72,5.72,3.65,1.78,0.49,NO PLAY,N/A,draftkings,-112,-113
Andrew Wiggins,AST,2.5,2.8,3.8,(2.8 × 0.5) + (3.8 × 0.5) = 3.3,3.3,1.66,-0.8,-0.48,NO PLAY,N/A,fanduel,154,-210
Alperen Sengun,FG3M,0.5,1.27,1.2,(1.27 × 0.5) + (1.2 × 0.5) = 1.23,1.23,1.53,-0.73,-0.48,NO PLAY,N/A,betonlineag,-182,138
Duncan Robinson,PTS,10.5,12.59,13.2,(12.59 × 0.5) + (13.2 × 0.5) = 12.89,12.89,5.06,-2.39,-0.47,NO PLAY,N/A,draftkings,-101,-126
Payton Pritchard,FG3M,2.5,2.59,4.4,(2.59 × 0.5) + (4.4 × 0.5) = 3.49,3.49,2.09,-0.99,-0.47,NO PLAY,N/A,draftkings,-139,105
Jaylen Wells,PTS,13.5,10.33,12.2,(10.33 × 0.5) + (12.2 × 0.5) = 11.27,11.27,4.74,2.23,0.47,NO PLAY,N/A,draftkings,-127,100
Kawhi Leonard,AST,2.5,3.29,3.2,(3.29 × 0.5) + (3.2 × 0.5) = 3.24,3.24,1.6,-0.74,-0.46,NO PLAY,N/A,fanduel,-118,-112
Mikal Bridges,REB,3.5,4.56,4.8,(4.56 × 0.5) + (4.8 × 0.5) = 4.68,4.68,2.56,-1.18,-0.46,NO PLAY,N/A,draftkings,-164,124
Andrew Nembhard,FG3M,1.5,1.9,2.2,(1.9 × 0.5) + (2.2 × 0.5) = 2.05,2.05,1.2,-0.55,-0.46,NO PLAY,N/A,draftkings,-112,-117
Norman Powell,FG3M,2.5,3.21,3.6,(3.21 × 0.5) + (3.6 × 0.5) = 3.41,3.41,1.97,-0.91,-0.46,NO PLAY,N/A,fanduel,-102,-130
Kon Knueppel,FG3M,3.5,3.71,4.8,(3.71 × 0.5) + (4.8 × 0.5) = 4.25,4.25,1.69,-0.75,-0.45,NO PLAY,N/A,draftkings,119,-157
Jamal Shead,AST,5.5,5.67,7.2,(5.67 × 0.5) + (7.2 × 0.5) = 6.43,6.43,2.09,-0.93,-0.45,NO PLAY,N/A,draftkings,-132,100
Alperen Sengun,AST,6.5,7.13,7.0,(7.13 × 0.5) + (7.0 × 0.5) = 7.07,7.07,1.25,-0.57,-0.45,NO PLAY,N/A,draftkings,-110,-120
Alperen Sengun,REB,10.5,9.67,8.6,(9.67 × 0.5) + (8.6 × 0.5) = 9.13,9.13,3.06,1.37,0.45,NO PLAY,N/A,draftkings,-123,-107
Stephen Curry,FG3M,4.5,4.87,6.4,(4.87 × 0.5) + (6.4 × 0.5) = 5.63,5.63,2.53,-1.13,-0.45,NO PLAY,N/A,draftkings,-140,106
Saddiq Bey,PTS,14.5,12.06,11.0,(12.06 × 0.5) + (11.0 × 0.5) = 11.53,11.53,6.73,2.97,0.44,NO PLAY,N/A,draftkings,-105,-121
Zach LaVine,REB,3.5,3.31,2.6,(3.31 × 0.5) + (2.6 × 0.5) = 2.96,2.96,1.25,0.54,0.44,NO PLAY,N/A,fanduel,-114,-114
Dylan Harper,PTS,12.5,14.0,13.8,(14.0 × 0.5) + (13.8 × 0.5) = 13.9,13.9,3.22,-1.4,-0.43,NO PLAY,N/A,fanduel,-114,-114
Anfernee Simons,AST,2.5,2.59,4.0,(2.59 × 0.5) + (4.0 × 0.5) = 3.29,3.29,1.87,-0.79,-0.42,NO PLAY,N/A,draftkings,102,-135
Kon Knueppel,PTS,17.5,19.35,22.8,(19.35 × 0.5) + (22.8 × 0.5) = 21.08,21.08,8.52,-3.58,-0.42,NO PLAY,N/A,draftkings,-109,-117
LaMelo Ball,REB,4.5,6.6,5.2,(6.6 × 0.5) + (5.2 × 0.5) = 5.9,5.9,3.31,-1.4,-0.42,NO PLAY,N/A,draftkings,109,-143
Bobby Portis,FG3M,1.5,1.61,2.4,(1.61 × 0.5) + (2.4 × 0.5) = 2.01,2.01,1.2,-0.51,-0.42,NO PLAY,N/A,fanduel,152,-205
Kentavious Caldwell-Pope,AST,2.5,3.17,3.4,(3.17 × 0.5) + (3.4 × 0.5) = 3.28,3.28,1.89,-0.78,-0.42,NO PLAY,N/A,draftkings,-155,117
Luka Garza,FG3M,0.5,0.67,1.2,(0.67 × 0.5) + (1.2 × 0.5) = 0.93,0.93,1.05,-0.43,-0.41,NO PLAY,N/A,draftkings,-129,-102
Brandon Ingram,AST,3.5,3.89,4.0,(3.89 × 0.5) + (4.0 × 0.5) = 3.94,3.94,1.08,-0.44,-0.41,NO PLAY,N/A,draftkings,-151,115
Julius Randle,REB,6.5,7.47,7.4,(7.47 × 0.5) + (7.4 × 0.5) = 7.44,7.44,2.29,-0.94,-0.41,NO PLAY,N/A,draftkings,-120,-110
Alex Caruso,FG3M,1.5,1.23,1.0,(1.23 × 0.5) + (1.0 × 0.5) = 1.12,1.12,0.93,0.38,0.41,NO PLAY,N/A,draftkings,113,-149
Trey Murphy III,AST,3.5,3.06,2.4,(3.06 × 0.5) + (2.4 × 0.5) = 2.73,2.73,1.89,0.77,0.41,NO PLAY,N/A,draftkings,-110,-120
Luke Kornet,PTS,9.5,8.22,6.0,(8.22 × 0.5) + (6.0 × 0.5) = 7.11,7.11,5.76,2.39,0.41,NO PLAY,N/A,fanduel,-114,-114
Duncan Robinson,REB,2.5,2.88,3.6,(2.88 × 0.5) + (3.6 × 0.5) = 3.24,3.24,1.83,-0.74,-0.4,NO PLAY,N/A,draftkings,-107,-122
Malik Monk,PTS,10.5,13.07,13.6,(13.07 × 0.5) + (13.6 × 0.5) = 13.33,13.33,7.01,-2.83,-0.4,NO PLAY,N/A,fanduel,-122,-108
Jerami Grant,REB,3.5,3.47,5.0,(3.47 × 0.5) + (5.0 × 0.5) = 4.24,4.24,1.84,-0.74,-0.4,NO PLAY,N/A,fanduel,-118,-112
Cade Cunningham,PTS,25.5,27.14,30.0,(27.14 × 0.5) + (30.0 × 0.5) = 28.57,28.57,7.87,-3.07,-0.39,NO PLAY,N/A,draftkings,-108,-118
Giannis Antetokounmpo,AST,5.5,6.85,7.2,(6.85 × 0.5) + (7.2 × 0.5) = 7.02,7.02,3.91,-1.52,-0.39,NO PLAY,N/A,fanduel,-136,102
Jaren Jackson Jr.,AST,2.5,1.62,2.4,(1.62 × 0.5) + (2.4 × 0.5) = 2.01,2.01,1.26,0.49,0.39,NO PLAY,N/A,draftkings,111,-146
Jeremiah Fears,PTS,14.5,15.39,17.4,(15.39 × 0.5) + (17.4 × 0.5) = 16.39,16.39,4.84,-1.89,-0.39,NO PLAY,N/A,draftkings,-106,-121
Will Richard,FG3M,1.5,1.24,0.8,(1.24 × 0.5) + (0.8 × 0.5) = 1.02,1.02,1.25,0.48,0.39,NO PLAY,N/A,draftkings,169,-227
Dillon Brooks,PTS,20.5,22.0,24.4,(22.0 × 0.5) + (24.4 × 0.5) = 23.2,23.2,6.88,-2.7,-0.39,NO PLAY,N/A,fanduel,-118,-112
Royce O'Neale,FG3M,2.5,3.22,2.8,(3.22 × 0.5) + (2.8 × 0.5) = 3.01,3.01,1.31,-0.51,-0.39,NO PLAY,N/A,fanduel,-180,134
Kris Murray,REB,3.5,3.71,5.0,(3.71 × 0.5) + (5.0 × 0.5) = 4.35,4.35,2.2,-0.85,-0.39,NO PLAY,N/A,fanduel,-110,-120
Duncan Robinson,FG3M,2.5,3.06,3.2,(3.06 × 0.5) + (3.2 × 0.5) = 3.13,3.13,1.64,-0.63,-0.38,NO PLAY,N/A,draftkings,104,-138
Scottie Barnes,FG3M,1.5,1.33,0.6,(1.33 × 0.5) + (0.6 × 0.5) = 0.97,0.97,1.41,0.53,0.38,NO PLAY,N/A,draftkings,158,-211
Austin Reaves,FG3M,1.5,2.46,1.8,(2.46 × 0.5) + (1.8 × 0.5) = 2.13,2.13,1.71,-0.63,-0.37,NO PLAY,N/A,draftkings,-180,140
Jake LaRavia,FG3M,0.5,1.12,0.8,(1.12 × 0.5) + (0.8 × 0.5) = 0.96,0.96,1.26,-0.46,-0.37,NO PLAY,N/A,draftkings,210,-280
Payton Pritchard,PTS,16.5,16.65,21.6,(16.65 × 0.5) + (21.6 × 0.5) = 19.12,19.12,7.12,-2.62,-0.37,NO PLAY,N/A,draftkings,-114,-112
Bennedict Mathurin,PTS,20.5,24.33,22.0,(24.33 × 0.5) + (22.0 × 0.5) = 23.17,23.17,7.17,-2.67,-0.37,NO PLAY,N/A,draftkings,-119,-107
Kel'el Ware,REB,11.5,11.0,15.6,(11.0 × 0.5) + (15.6 × 0.5) = 13.3,13.3,4.85,-1.8,-0.37,NO PLAY,N/A,fanduel,100,-132
Jaylen Wells,AST,2.5,1.78,2.2,(1.78 × 0.5) + (2.2 × 0.5) = 1.99,1.99,1.4,0.51,0.37,NO PLAY,N/A,draftkings,129,-170
Rui Hachimura,FG3M,1.5,1.87,1.8,(1.87 × 0.5) + (1.8 × 0.5) = 1.83,1.83,0.92,-0.33,-0.36,NO PLAY,N/A,draftkings,140,-180
Kris Dunn,AST,2.5,2.65,3.8,(2.65 × 0.5) + (3.8 × 0.5) = 3.22,3.22,2.03,-0.72,-0.36,NO PLAY,N/A,fanduel,-120,-110
Cade Cunningham,AST,8.5,9.64,9.6,(9.64 × 0.5) + (9.6 × 0.5) = 9.62,9.62,3.1,-1.12,-0.36,NO PLAY,N/A,draftkings,-122,-108
Payton Pritchard,AST,4.5,5.12,5.6,(5.12 × 0.5) + (5.6 × 0.5) = 5.36,5.36,2.37,-0.86,-0.36,NO PLAY,N/A,draftkings,-107,-123
Sandro Mamukelashvili,REB,5.5,4.06,5.2,(4.06 × 0.5) + (5.2 × 0.5) = 4.63,4.63,2.41,0.87,0.36,NO PLAY,N/A,draftkings,-123,-107
DeMar DeRozan,REB,3.5,3.11,2.4,(3.11 × 0.5) + (2.4 × 0.5) = 2.76,2.76,2.08,0.74,0.36,NO PLAY,N/A,fanduel,-125,-106
LeBron James,FG3M,1.5,1.0,1.0,(1.0 × 0.5) + (1.0 × 0.5) = 1.0,1.0,1.41,0.5,0.35,NO PLAY,N/A,draftkings,130,-166
Jaden Ivey,REB,2.5,2.0,2.0,(2.0 × 0.5) + (2.0 × 0.5) = 2.0,2.0,1.41,0.5,0.35,NO PLAY,N/A,betonlineag,128,-167
Kon Knueppel,REB,4.5,5.82,5.2,(5.82 × 0.5) + (5.2 × 0.5) = 5.51,5.51,2.86,-1.01,-0.35,NO PLAY,N/A,draftkings,-151,114
Myles Turner,REB,6.5,6.61,8.0,(6.61 × 0.5) + (8.0 × 0.5) = 7.31,7.31,2.3,-0.81,-0.35,NO PLAY,N/A,fanduel,-132,100
Shai Gilgeous-Alexander,AST,7.5,6.61,6.6,(6.61 × 0.5) + (6.6 × 0.5) = 6.61,6.61,2.52,0.89,0.35,NO PLAY,N/A,draftkings,116,-153
Ajay Mitchell,FG3M,1.5,1.22,1.0,(1.22 × 0.5) + (1.0 × 0.5) = 1.11,1.11,1.11,0.39,0.35,NO PLAY,N/A,draftkings,133,-176
Zion Williamson,AST,4.5,4.0,3.6,(4.0 × 0.5) + (3.6 × 0.5) = 3.8,3.8,2.0,0.7,0.35,NO PLAY,N/A,draftkings,-122,-108
Zach Edey,AST,1.5,1.0,1.0,(1.0 × 0.5) + (1.0 × 0.5) = 1.0,1.0,1.41,0.5,0.35,NO PLAY,N/A,draftkings,-114,-116
Jalen Brunson,FG3M,2.5,2.86,3.2,(2.86 × 0.5) + (3.2 × 0.5) = 3.03,3.03,1.56,-0.53,-0.34,NO PLAY,N/A,fanduel,-158,118
Andrew Wiggins,REB,4.5,4.93,5.6,(4.93 × 0.5) + (5.6 × 0.5) = 5.27,5.27,2.34,-0.77,-0.33,NO PLAY,N/A,fanduel,114,-152
Cedric Coward,FG3M,1.5,1.83,2.4,(1.83 × 0.5) + (2.4 × 0.5) = 2.12,2.12,1.86,-0.62,-0.33,NO PLAY,N/A,draftkings,-150,113
Stephen Curry,PTS,26.5,28.8,32.2,(28.8 × 0.5) + (32.2 × 0.5) = 30.5,30.5,12.14,-4.0,-0.33,NO PLAY,N/A,draftkings,-120,-106
Royce O'Neale,AST,2.5,2.67,1.2,(2.67 × 0.5) + (1.2 × 0.5) = 1.93,1.93,1.71,0.57,0.33,NO PLAY,N/A,fanduel,-162,122
Robert Williams III,PTS,4.5,4.82,6.0,(4.82 × 0.5) + (6.0 × 0.5) = 5.41,5.41,2.79,-0.91,-0.33,NO PLAY,N/A,fanduel,-112,-118
Derrick White,AST,4.5,5.24,5.2,(5.24 × 0.5) + (5.2 × 0.5) = 5.22,5.22,2.22,-0.72,-0.32,NO PLAY,N/A,draftkings,-142,107
Scottie Barnes,AST,5.5,5.06,4.6,(5.06 × 0.5) + (4.6 × 0.5) = 4.83,4.83,2.07,0.67,0.32,NO PLAY,N/A,draftkings,119,-158
Pascal Siakam,PTS,23.5,24.75,26.2,(24.75 × 0.5) + (26.2 × 0.5) = 25.48,25.48,6.21,-1.98,-0.32,NO PLAY,N/A,draftkings,-107,-119
Myles Turner,PTS,13.5,12.39,11.2,(12.39 × 0.5) + (11.2 × 0.5) = 11.79,11.79,5.41,1.71,0.32,NO PLAY,N/A,fanduel,104,-138
Ajay Mitchell,PTS,16.5,16.11,14.0,(16.11 × 0.5) + (14.0 × 0.5) = 15.06,15.06,4.56,1.44,0.32,NO PLAY,N/A,draftkings,-105,-121
Jaden McDaniels,REB,4.5,4.81,5.2,(4.81 × 0.5) + (5.2 × 0.5) = 5.01,5.01,1.6,-0.51,-0.32,NO PLAY,N/A,draftkings,-107,-123
Jake LaRavia,PTS,6.5,10.25,7.2,(10.25 × 0.5) + (7.2 × 0.5) = 8.72,8.72,7.22,-2.22,-0.31,NO PLAY,N/A,draftkings,100,-130
Donte DiVincenzo,AST,3.5,3.41,2.6,(3.41 × 0.5) + (2.6 × 0.5) = 3.01,3.01,1.58,0.49,0.31,NO PLAY,N/A,draftkings,118,-156
