Player,Stat,Line,Season_Avg,L5_Avg,Formula,Expected,Std_Dev,Deviation,Z_Score,Recommendation,Confidence,Bookmaker,Over_Odds,Under_Odds
James Harden,REB,5.5,6.0,7.0,(6.0 × 0.5) + (7.0 × 0.5) = 6.5,6.5,3.32,-1.0,-0.3,NO PLAY,N/A,fanduel,118,-158
John Collins,AST,0.5,0.56,0.0,(0.56 × 0.5) + (0.0 × 0.5) = 0.28,0.28,0.73,0.22,0.3,NO PLAY,N/A,fanatics,115,-150
Jerami Grant,FG3M,2.5,2.13,2.0,(2.13 × 0.5) + (2.0 × 0.5) = 2.07,2.07,1.46,0.43,0.3,NO PLAY,N/A,fanduel,110,-146
Donovan Clingan,FG3M,0.5,0.62,0.8,(0.62 × 0.5) + (0.8 × 0.5) = 0.71,0.71,0.72,-0.21,-0.3,NO PLAY,N/A,fanatics,-110,-120
Kel'el Ware,REB,10.5,10.25,13.4,(10.25 × 0.5) + (13.4 × 0.5) = 11.82,11.82,4.6,-1.32,-0.29,NO PLAY,N/A,fanduel,110,-140
Zaccharie Risacher,AST,1.5,1.64,2.4,(1.64 × 0.5) + (2.4 × 0.5) = 2.02,2.02,1.82,-0.52,-0.29,NO PLAY,N/A,fanatics,-115,-115
Neemias Queta,AST,2.5,1.81,2.4,(1.81 × 0.5) + (2.4 × 0.5) = 2.11,2.11,1.38,0.39,0.29,NO PLAY,N/A,betonlineag,152,-200
Immanuel Quickley,FG3M,2.5,2.5,3.4,(2.5 × 0.5) + (3.4 × 0.5) = 2.95,2.95,1.55,-0.45,-0.29,NO PLAY,N/A,fanduel,102,-136
Tyrese Martin,FG3M,1.5,1.27,1.0,(1.27 × 0.5) + (1.0 × 0.5) = 1.13,1.13,1.28,0.37,0.29,NO PLAY,N/A,betonlineag,107,-139
Collin Murray-Boyles,AST,1.5,1.18,1.0,(1.18 × 0.5) + (1.0 × 0.5) = 1.09,1.09,1.4,0.41,0.29,NO PLAY,N/A,fanatics,120,-165
Lauri Markkanen,FG3M,3.5,3.6,4.4,(3.6 × 0.5) + (4.4 × 0.5) = 4.0,4.0,1.72,-0.5,-0.29,NO PLAY,N/A,fanduel,136,-182
Davion Mitchell,AST,7.5,7.25,6.4,(7.25 × 0.5) + (6.4 × 0.5) = 6.82,6.82,2.38,0.67,0.28,NO PLAY,N/A,fanduel,114,-146
Norman Powell,PTS,23.5,24.92,25.6,(24.92 × 0.5) + (25.6 × 0.5) = 25.26,25.26,6.21,-1.76,-0.28,NO PLAY,N/A,fanduel,-102,-125
Franz Wagner,FG3M,1.5,1.71,2.0,(1.71 × 0.5) + (2.0 × 0.5) = 1.85,1.85,1.26,-0.35,-0.28,NO PLAY,N/A,fanduel,-178,132
Kris Murray,PTS,6.5,5.4,5.6,(5.4 × 0.5) + (5.6 × 0.5) = 5.5,5.5,3.56,1.0,0.28,NO PLAY,N/A,fanduel,100,-132
Alex Caruso,FG3M,1.5,1.25,1.2,(1.25 × 0.5) + (1.2 × 0.5) = 1.23,1.23,0.97,0.27,0.28,NO PLAY,N/A,fanatics,150,-240
Deandre Ayton,PTS,14.5,16.5,16.0,(16.5 × 0.5) + (16.0 × 0.5) = 16.25,16.25,6.21,-1.75,-0.28,NO PLAY,N/A,fanduel,-114,-114
Keldon Johnson,PTS,14.5,12.47,13.4,(12.47 × 0.5) + (13.4 × 0.5) = 12.93,12.93,5.64,1.57,0.28,NO PLAY,N/A,fanduel,-118,-112
Davion Mitchell,FG3M,1.5,1.12,1.4,(1.12 × 0.5) + (1.4 × 0.5) = 1.26,1.26,0.89,0.24,0.27,NO PLAY,N/A,fanduel,164,-215
Miles Bridges,FG3M,2.5,3.06,3.0,(3.06 × 0.5) + (3.0 × 0.5) = 3.03,3.03,1.98,-0.53,-0.27,NO PLAY,N/A,fanduel,124,-166
LaMelo Ball,FG3M,2.5,2.6,1.6,(2.6 × 0.5) + (1.6 × 0.5) = 2.1,2.1,1.51,0.4,0.27,NO PLAY,N/A,fanduel,-128,-104
Brandon Ingram,FG3M,1.5,1.19,1.0,(1.19 × 0.5) + (1.0 × 0.5) = 1.09,1.09,1.52,0.41,0.27,NO PLAY,N/A,fanduel,126,-168
Keyonte George,FG3M,2.5,1.93,2.4,(1.93 × 0.5) + (2.4 × 0.5) = 2.17,2.17,1.22,0.33,0.27,NO PLAY,N/A,fanduel,116,-154
Lauri Markkanen,AST,2.5,2.13,2.2,(2.13 × 0.5) + (2.2 × 0.5) = 2.17,2.17,1.25,0.33,0.27,NO PLAY,N/A,betonlineag,144,-189
Bam Adebayo,FG3M,1.5,2.1,1.6,(2.1 × 0.5) + (1.6 × 0.5) = 1.85,1.85,1.37,-0.35,-0.26,NO PLAY,N/A,fanduel,-102,-125
Zaccharie Risacher,PTS,12.5,11.79,10.2,(11.79 × 0.5) + (10.2 × 0.5) = 10.99,10.99,5.75,1.51,0.26,NO PLAY,N/A,fanduel,-104,-128
Derrick White,FG3M,2.5,2.56,3.0,(2.56 × 0.5) + (3.0 × 0.5) = 2.78,2.78,1.09,-0.28,-0.26,NO PLAY,N/A,fanduel,-158,118
Jonathan Isaac,PTS,4.5,3.06,4.4,(3.06 × 0.5) + (4.4 × 0.5) = 3.73,3.73,3.0,0.77,0.26,NO PLAY,N/A,fanatics,105,-140
De'Andre Hunter,PTS,15.5,18.14,16.2,(18.14 × 0.5) + (16.2 × 0.5) = 17.17,17.17,6.42,-1.67,-0.26,NO PLAY,N/A,fanduel,-132,100
Kris Dunn,FG3M,0.5,0.75,0.6,(0.75 × 0.5) + (0.6 × 0.5) = 0.68,0.68,0.68,-0.18,-0.26,NO PLAY,N/A,fanatics,-140,105
Jake LaRavia,AST,1.5,2.33,1.6,(2.33 × 0.5) + (1.6 × 0.5) = 1.97,1.97,1.8,-0.47,-0.26,NO PLAY,N/A,betmgm,-110,-118
Scottie Barnes,FG3M,1.5,1.5,0.8,(1.5 × 0.5) + (0.8 × 0.5) = 1.15,1.15,1.41,0.35,0.25,NO PLAY,N/A,fanduel,138,-186
Drake Powell,REB,2.5,2.11,2.2,(2.11 × 0.5) + (2.2 × 0.5) = 2.16,2.16,1.36,0.34,0.25,NO PLAY,N/A,betonlineag,-130,100
Collin Murray-Boyles,PTS,9.5,8.45,7.6,(8.45 × 0.5) + (7.6 × 0.5) = 8.03,8.03,5.99,1.47,0.25,NO PLAY,N/A,fanatics,-115,-115
Ivica Zubac,PTS,15.5,16.0,17.8,(16.0 × 0.5) + (17.8 × 0.5) = 16.9,16.9,5.51,-1.4,-0.25,NO PLAY,N/A,fanduel,-125,-106
Austin Reaves,PTS,23.5,28.08,23.8,(28.08 × 0.5) + (23.8 × 0.5) = 25.94,25.94,9.66,-2.44,-0.25,NO PLAY,N/A,fanduel,100,-132
Collin Gillespie,AST,5.5,5.06,4.6,(5.06 × 0.5) + (4.6 × 0.5) = 4.83,4.83,2.72,0.67,0.25,NO PLAY,N/A,fanduel,-102,-130
Royce O'Neale,PTS,11.5,11.62,9.2,(11.62 × 0.5) + (9.2 × 0.5) = 10.41,10.41,4.38,1.09,0.25,NO PLAY,N/A,fanduel,-104,-128
Jordan Goodwin,REB,4.5,3.92,6.4,(3.92 × 0.5) + (6.4 × 0.5) = 5.16,5.16,2.6,-0.66,-0.25,NO PLAY,N/A,williamhill_us,126,-170
Quentin Grimes,AST,4.5,4.13,3.6,(4.13 × 0.5) + (3.6 × 0.5) = 3.87,3.87,2.61,0.63,0.24,NO PLAY,N/A,fanduel,110,-140
Trendon Watford,PTS,8.5,8.17,5.8,(8.17 × 0.5) + (5.8 × 0.5) = 6.98,6.98,6.38,1.52,0.24,NO PLAY,N/A,fanduel,-122,-104
Tyrese Maxey,PTS,31.5,33.4,33.8,(33.4 × 0.5) + (33.8 × 0.5) = 33.6,33.6,8.81,-2.1,-0.24,NO PLAY,N/A,fanduel,-115,-111
Jordan Walsh,AST,0.5,0.83,0.8,(0.83 × 0.5) + (0.8 × 0.5) = 0.82,0.82,1.34,-0.32,-0.24,NO PLAY,N/A,fanatics,-190,130
Ace Bailey,FG3M,1.5,1.13,2.6,(1.13 × 0.5) + (2.6 × 0.5) = 1.87,1.87,1.51,-0.37,-0.24,NO PLAY,N/A,fanduel,-114,-114
Jordan Goodwin,PTS,8.5,7.38,12.0,(7.38 × 0.5) + (12.0 × 0.5) = 9.69,9.69,4.91,-1.19,-0.24,NO PLAY,N/A,williamhill_us,-114,-118
Kon Knueppel,FG3M,3.5,3.5,4.2,(3.5 × 0.5) + (4.2 × 0.5) = 3.85,3.85,1.51,-0.35,-0.23,NO PLAY,N/A,fanduel,120,-160
Zaccharie Risacher,FG3M,1.5,1.43,1.0,(1.43 × 0.5) + (1.0 × 0.5) = 1.21,1.21,1.22,0.29,0.23,NO PLAY,N/A,fanduel,-132,100
De'Andre Hunter,FG3M,2.5,2.14,2.2,(2.14 × 0.5) + (2.2 × 0.5) = 2.17,2.17,1.46,0.33,0.23,NO PLAY,N/A,fanduel,102,-136
Deni Avdija,REB,6.5,6.69,7.6,(6.69 × 0.5) + (7.6 × 0.5) = 7.14,7.14,2.85,-0.64,-0.23,NO PLAY,N/A,fanduel,-136,102
Keyonte George,REB,3.5,3.87,4.0,(3.87 × 0.5) + (4.0 × 0.5) = 3.93,3.93,1.92,-0.43,-0.23,NO PLAY,N/A,fanduel,110,-146
Austin Reaves,REB,4.5,5.08,5.0,(5.08 × 0.5) + (5.0 × 0.5) = 5.04,5.04,2.35,-0.54,-0.23,NO PLAY,N/A,fanduel,134,-180
Devin Booker,REB,4.5,4.12,3.8,(4.12 × 0.5) + (3.8 × 0.5) = 3.96,3.96,2.31,0.54,0.23,NO PLAY,N/A,fanduel,128,-172
Justin Edwards,PTS,9.5,6.31,10.0,(6.31 × 0.5) + (10.0 × 0.5) = 8.15,8.15,6.09,1.35,0.22,NO PLAY,N/A,fanduel,-111,-115
Jaylen Brown,AST,4.5,4.06,4.4,(4.06 × 0.5) + (4.4 × 0.5) = 4.23,4.23,1.24,0.27,0.22,NO PLAY,N/A,fanduel,122,-162
Anthony Black,PTS,13.5,11.71,12.8,(11.71 × 0.5) + (12.8 × 0.5) = 12.25,12.25,5.73,1.25,0.22,NO PLAY,N/A,fanduel,-118,-112
Neemias Queta,PTS,9.5,9.5,11.4,(9.5 × 0.5) + (11.4 × 0.5) = 10.45,10.45,4.27,-0.95,-0.22,NO PLAY,N/A,fanduel,-122,-108
Immanuel Quickley,PTS,15.5,15.94,17.4,(15.94 × 0.5) + (17.4 × 0.5) = 16.67,16.67,5.32,-1.17,-0.22,NO PLAY,N/A,fanduel,-128,-104
Evan Mobley,REB,9.5,8.81,9.2,(8.81 × 0.5) + (9.2 × 0.5) = 9.01,9.01,2.23,0.49,0.22,NO PLAY,N/A,fanduel,-118,-112
Chet Holmgren,PTS,17.5,19.31,18.8,(19.31 × 0.5) + (18.8 × 0.5) = 19.05,19.05,7.2,-1.55,-0.22,NO PLAY,N/A,fanduel,-122,-108
Jerami Grant,REB,3.5,3.47,4.4,(3.47 × 0.5) + (4.4 × 0.5) = 3.93,3.93,1.96,-0.43,-0.22,NO PLAY,N/A,fanduel,104,-138
Ace Bailey,REB,3.5,3.33,2.6,(3.33 × 0.5) + (2.6 × 0.5) = 2.97,2.97,2.38,0.53,0.22,NO PLAY,N/A,fanduel,-104,-128
Marcus Smart,AST,2.5,3.17,2.8,(3.17 × 0.5) + (2.8 × 0.5) = 2.98,2.98,2.21,-0.48,-0.22,NO PLAY,N/A,betonlineag,149,-196
Jalen Johnson,PTS,22.5,22.0,25.0,(22.0 × 0.5) + (25.0 × 0.5) = 23.5,23.5,4.69,-1.0,-0.21,NO PLAY,N/A,fanduel,-114,-114
Tristan da Silva,REB,5.5,4.06,6.0,(4.06 × 0.5) + (6.0 × 0.5) = 5.03,5.03,2.19,0.47,0.21,NO PLAY,N/A,fanduel,108,-144
Donovan Mitchell,AST,5.5,5.27,5.0,(5.27 × 0.5) + (5.0 × 0.5) = 5.13,5.13,1.75,0.37,0.21,NO PLAY,N/A,fanduel,110,-146
Chet Holmgren,REB,7.5,7.77,6.0,(7.77 × 0.5) + (6.0 × 0.5) = 6.88,6.88,2.98,0.62,0.21,NO PLAY,N/A,fanduel,-112,-118
Kris Murray,FG3M,0.5,0.47,0.8,(0.47 × 0.5) + (0.8 × 0.5) = 0.63,0.63,0.64,-0.13,-0.21,NO PLAY,N/A,fanatics,-130,100
Collin Gillespie,PTS,13.5,11.12,13.6,(11.12 × 0.5) + (13.6 × 0.5) = 12.36,12.36,5.39,1.14,0.21,NO PLAY,N/A,fanduel,-104,-128
Collin Gillespie,REB,4.5,4.25,5.6,(4.25 × 0.5) + (5.6 × 0.5) = 4.92,4.92,2.05,-0.42,-0.21,NO PLAY,N/A,fanduel,-114,-114
Jaime Jaquez Jr.,PTS,16.5,16.38,13.8,(16.38 × 0.5) + (13.8 × 0.5) = 15.09,15.09,7.22,1.41,0.2,NO PLAY,N/A,fanduel,-113,-113
Simone Fontecchio,PTS,10.5,11.25,11.0,(11.25 × 0.5) + (11.0 × 0.5) = 11.12,11.12,3.19,-0.62,-0.2,NO PLAY,N/A,fanduel,102,-130
Nickeil Alexander-Walker,REB,3.5,3.07,3.4,(3.07 × 0.5) + (3.4 × 0.5) = 3.23,3.23,1.33,0.27,0.2,NO PLAY,N/A,fanatics,110,-145
Jaylon Tyson,PTS,10.5,11.33,12.0,(11.33 × 0.5) + (12.0 × 0.5) = 11.67,11.67,5.69,-1.17,-0.2,NO PLAY,N/A,fanduel,-122,-108
Donovan Mitchell,REB,4.5,4.8,5.6,(4.8 × 0.5) + (5.6 × 0.5) = 5.2,5.2,3.49,-0.7,-0.2,NO PLAY,N/A,fanduel,-125,-106
Dean Wade,AST,1.5,1.5,2.0,(1.5 × 0.5) + (2.0 × 0.5) = 1.75,1.75,1.26,-0.25,-0.2,NO PLAY,N/A,fanatics,140,-225
Brook Lopez,AST,0.5,0.56,0.8,(0.56 × 0.5) + (0.8 × 0.5) = 0.68,0.68,0.89,-0.18,-0.2,NO PLAY,N/A,fanatics,115,-150
Deni Avdija,AST,7.5,5.69,8.0,(5.69 × 0.5) + (8.0 × 0.5) = 6.84,6.84,3.26,0.66,0.2,NO PLAY,N/A,fanduel,114,-152
Jake LaRavia,PTS,7.5,10.6,7.4,(10.6 × 0.5) + (7.4 × 0.5) = 9.0,9.0,7.33,-1.5,-0.2,NO PLAY,N/A,fanduel,-125,-106
Svi Mykhailiuk,PTS,8.5,9.6,10.2,(9.6 × 0.5) + (10.2 × 0.5) = 9.9,9.9,7.14,-1.4,-0.2,NO PLAY,N/A,fanduel,-106,-125
Jaime Jaquez Jr.,REB,6.5,6.75,5.0,(6.75 × 0.5) + (5.0 × 0.5) = 5.88,5.88,3.3,0.62,0.19,NO PLAY,N/A,fanduel,-106,-120
Kon Knueppel,AST,2.5,2.88,3.0,(2.88 × 0.5) + (3.0 × 0.5) = 2.94,2.94,2.36,-0.44,-0.19,NO PLAY,N/A,fanatics,-175,125
Anfernee Simons,FG3M,2.5,2.62,1.8,(2.62 × 0.5) + (1.8 × 0.5) = 2.21,2.21,1.54,0.29,0.19,NO PLAY,N/A,fanduel,146,-198
Ziaire Williams,PTS,10.5,9.54,8.8,(9.54 × 0.5) + (8.8 × 0.5) = 9.17,9.17,7.03,1.33,0.19,NO PLAY,N/A,fanduel,-112,-118
Scottie Barnes,REB,8.5,7.62,8.2,(7.62 × 0.5) + (8.2 × 0.5) = 7.91,7.91,3.14,0.59,0.19,NO PLAY,N/A,fanduel,108,-144
Tyrese Martin,REB,2.5,2.87,1.4,(2.87 × 0.5) + (1.4 × 0.5) = 2.13,2.13,1.96,0.37,0.19,NO PLAY,N/A,betonlineag,-149,115
Brice Sensabaugh,REB,2.5,2.57,3.2,(2.57 × 0.5) + (3.2 × 0.5) = 2.89,2.89,1.99,-0.39,-0.19,NO PLAY,N/A,betonlineag,139,-182
Devin Vassell,AST,3.5,2.6,3.6,(2.6 × 0.5) + (3.6 × 0.5) = 3.1,3.1,2.06,0.4,0.19,NO PLAY,N/A,fanduel,100,-132
Royce O'Neale,REB,4.5,5.31,4.6,(5.31 × 0.5) + (4.6 × 0.5) = 4.96,4.96,2.39,-0.46,-0.19,NO PLAY,N/A,fanduel,-162,122
Paul George,PTS,16.5,15.0,15.0,(15.0 × 0.5) + (15.0 × 0.5) = 15.0,15.0,8.49,1.5,0.18,NO PLAY,N/A,fanduel,-106,-120
Jaime Jaquez Jr.,FG3M,0.5,0.38,0.4,(0.38 × 0.5) + (0.4 × 0.5) = 0.39,0.39,0.62,0.11,0.18,NO PLAY,N/A,fanatics,-110,-120
Miles Bridges,REB,6.5,6.62,5.4,(6.62 × 0.5) + (5.4 × 0.5) = 6.01,6.01,2.68,0.49,0.18,NO PLAY,N/A,fanduel,-140,106
Franz Wagner,AST,4.5,3.94,4.4,(3.94 × 0.5) + (4.4 × 0.5) = 4.17,4.17,1.78,0.33,0.18,NO PLAY,N/A,fanduel,122,-162
Jaylen Brown,FG3M,1.5,1.94,1.6,(1.94 × 0.5) + (1.6 × 0.5) = 1.77,1.77,1.48,-0.27,-0.18,NO PLAY,N/A,fanduel,-158,118
Day'Ron Sharpe,PTS,6.5,6.93,8.0,(6.93 × 0.5) + (8.0 × 0.5) = 7.46,7.46,5.3,-0.96,-0.18,NO PLAY,N/A,fanduel,-102,-130
Collin Murray-Boyles,FG3M,0.5,0.82,0.6,(0.82 × 0.5) + (0.6 × 0.5) = 0.71,0.71,1.17,-0.21,-0.18,NO PLAY,N/A,fanatics,-125,-105
Ivica Zubac,AST,2.5,2.25,2.2,(2.25 × 0.5) + (2.2 × 0.5) = 2.22,2.22,1.53,0.27,0.18,NO PLAY,N/A,fanatics,125,-175
Toumani Camara,FG3M,2.5,2.19,2.4,(2.19 × 0.5) + (2.4 × 0.5) = 2.29,2.29,1.17,0.21,0.18,NO PLAY,N/A,fanduel,-102,-130
Jeremy Sochan,AST,2.5,2.0,2.4,(2.0 × 0.5) + (2.4 × 0.5) = 2.2,2.2,1.66,0.3,0.18,NO PLAY,N/A,fanduel,-122,-108
Miles Bridges,AST,3.5,3.69,2.6,(3.69 × 0.5) + (2.6 × 0.5) = 3.14,3.14,2.09,0.36,0.17,NO PLAY,N/A,fanduel,116,-154
Franz Wagner,PTS,25.5,23.47,25.8,(23.47 × 0.5) + (25.8 × 0.5) = 24.64,24.64,5.12,0.86,0.17,NO PLAY,N/A,fanduel,-112,-118
Jordan Walsh,FG3M,0.5,0.67,0.6,(0.67 × 0.5) + (0.6 × 0.5) = 0.63,0.63,0.78,-0.13,-0.17,NO PLAY,N/A,betonlineag,-130,100
Noah Clowney,REB,3.5,3.67,4.0,(3.67 × 0.5) + (4.0 × 0.5) = 3.83,3.83,1.95,-0.33,-0.17,NO PLAY,N/A,fanduel,-162,122
Darius Garland,REB,2.5,2.75,2.75,(2.75 × 0.5) + (2.75 × 0.5) = 2.75,2.75,1.5,-0.25,-0.17,NO PLAY,N/A,fanduel,102,-136
Jerami Grant,PTS,18.5,18.4,15.8,(18.4 × 0.5) + (15.8 × 0.5) = 17.1,17.1,8.02,1.4,0.17,NO PLAY,N/A,fanduel,-114,-114
Bam Adebayo,AST,3.5,3.1,3.4,(3.1 × 0.5) + (3.4 × 0.5) = 3.25,3.25,1.52,0.25,0.16,NO PLAY,N/A,fanduel,102,-130
Onyeka Okongwu,PTS,18.5,16.0,23.2,(16.0 × 0.5) + (23.2 × 0.5) = 19.6,19.6,6.83,-1.1,-0.16,NO PLAY,N/A,fanduel,-108,-122
Brandon Miller,PTS,18.5,16.67,16.67,(16.67 × 0.5) + (16.67 × 0.5) = 16.67,16.67,11.15,1.83,0.16,NO PLAY,N/A,fanduel,100,-132
Payton Pritchard,PTS,16.5,16.5,18.8,(16.5 × 0.5) + (18.8 × 0.5) = 17.65,17.65,7.33,-1.15,-0.16,NO PLAY,N/A,fanduel,-118,-112
Luka Garza,REB,4.5,4.2,5.6,(4.2 × 0.5) + (5.6 × 0.5) = 4.9,4.9,2.46,-0.4,-0.16,NO PLAY,N/A,fanduel,-114,-114
Terance Mann,PTS,9.5,9.2,8.0,(9.2 × 0.5) + (8.0 × 0.5) = 8.6,8.6,5.78,0.9,0.16,NO PLAY,N/A,fanduel,-106,-125
Isaiah Collier,FG3M,0.5,0.43,0.4,(0.43 × 0.5) + (0.4 × 0.5) = 0.41,0.41,0.53,0.09,0.16,NO PLAY,N/A,betmgm,190,-275
Ryan Dunn,REB,4.5,4.81,3.4,(4.81 × 0.5) + (3.4 × 0.5) = 4.11,4.11,2.43,0.39,0.16,NO PLAY,N/A,fanduel,-120,-110
Quentin Grimes,FG3M,2.5,2.6,2.8,(2.6 × 0.5) + (2.8 × 0.5) = 2.7,2.7,1.3,-0.2,-0.15,NO PLAY,N/A,fanduel,-122,-104
Jalen Johnson,AST,7.5,6.73,9.2,(6.73 × 0.5) + (9.2 × 0.5) = 7.97,7.97,3.08,-0.47,-0.15,NO PLAY,N/A,fanduel,100,-132
Zaccharie Risacher,REB,2.5,2.64,2.8,(2.64 × 0.5) + (2.8 × 0.5) = 2.72,2.72,1.45,-0.22,-0.15,NO PLAY,N/A,fanatics,-175,125
Isaiah Hartenstein,AST,3.5,3.47,4.2,(3.47 × 0.5) + (4.2 × 0.5) = 3.84,3.84,2.24,-0.34,-0.15,NO PLAY,N/A,fanduel,116,-154
Toumani Camara,AST,2.5,2.75,1.8,(2.75 × 0.5) + (1.8 × 0.5) = 2.28,2.28,1.48,0.23,0.15,NO PLAY,N/A,fanduel,122,-162
Cason Wallace,REB,2.5,2.88,1.4,(2.88 × 0.5) + (1.4 × 0.5) = 2.14,2.14,2.36,0.36,0.15,NO PLAY,N/A,fanduel,-108,-122
Alex Caruso,AST,2.5,2.67,2.8,(2.67 × 0.5) + (2.8 × 0.5) = 2.73,2.73,1.56,-0.23,-0.15,NO PLAY,N/A,fanatics,125,-175
Dillon Brooks,REB,3.5,3.3,3.2,(3.3 × 0.5) + (3.2 × 0.5) = 3.25,3.25,1.64,0.25,0.15,NO PLAY,N/A,fanduel,116,-154
Dillon Brooks,FG3M,2.5,2.6,2.8,(2.6 × 0.5) + (2.8 × 0.5) = 2.7,2.7,1.35,-0.2,-0.15,NO PLAY,N/A,fanduel,-136,102
Julian Champagnie,AST,1.5,1.4,1.2,(1.4 × 0.5) + (1.2 × 0.5) = 1.3,1.3,1.35,0.2,0.15,NO PLAY,N/A,williamhill_us,-108,-124
Ryan Kalkbrenner,REB,7.5,6.87,7.4,(6.87 × 0.5) + (7.4 × 0.5) = 7.13,7.13,2.7,0.37,0.14,NO PLAY,N/A,fanduel,104,-138
Franz Wagner,REB,6.5,6.35,6.2,(6.35 × 0.5) + (6.2 × 0.5) = 6.28,6.28,1.62,0.22,0.14,NO PLAY,N/A,fanduel,124,-166
Jordan Walsh,REB,4.5,4.25,5.6,(4.25 × 0.5) + (5.6 × 0.5) = 4.92,4.92,3.11,-0.42,-0.14,NO PLAY,N/A,fanduel,-120,-110
Terance Mann,AST,3.5,3.6,4.0,(3.6 × 0.5) + (4.0 × 0.5) = 3.8,3.8,2.2,-0.3,-0.14,NO PLAY,N/A,fanduel,-132,100
Scottie Barnes,PTS,18.5,19.44,19.4,(19.44 × 0.5) + (19.4 × 0.5) = 19.42,19.42,6.8,-0.92,-0.14,NO PLAY,N/A,fanduel,-108,-122
John Collins,FG3M,0.5,0.81,0.4,(0.81 × 0.5) + (0.4 × 0.5) = 0.61,0.61,0.75,-0.11,-0.14,NO PLAY,N/A,fanatics,-190,130
Luguentz Dort,PTS,8.5,8.45,9.8,(8.45 × 0.5) + (9.8 × 0.5) = 9.13,9.13,4.34,-0.63,-0.14,NO PLAY,N/A,fanduel,-128,-104
Kris Murray,REB,3.5,3.4,4.2,(3.4 × 0.5) + (4.2 × 0.5) = 3.8,3.8,2.13,-0.3,-0.14,NO PLAY,N/A,fanduel,-125,-106
Brice Sensabaugh,PTS,8.5,8.5,10.2,(8.5 × 0.5) + (10.2 × 0.5) = 9.35,9.35,6.09,-0.85,-0.14,NO PLAY,N/A,fanduel,-104,-128
Rui Hachimura,REB,3.5,3.79,3.6,(3.79 × 0.5) + (3.6 × 0.5) = 3.69,3.69,1.37,-0.19,-0.14,NO PLAY,N/A,fanduel,-104,-128
Kevin Love,REB,3.5,3.89,3.8,(3.89 × 0.5) + (3.8 × 0.5) = 3.84,3.84,2.42,-0.34,-0.14,NO PLAY,N/A,betonlineag,-125,-103
Mark Williams,PTS,12.5,12.21,10.8,(12.21 × 0.5) + (10.8 × 0.5) = 11.51,11.51,7.05,0.99,0.14,NO PLAY,N/A,fanduel,-132,100
Devin Vassell,FG3M,2.5,2.47,2.0,(2.47 × 0.5) + (2.0 × 0.5) = 2.23,2.23,1.85,0.27,0.14,NO PLAY,N/A,fanduel,-102,-130
Royce O'Neale,FG3M,2.5,3.19,2.2,(3.19 × 0.5) + (2.2 × 0.5) = 2.69,2.69,1.38,-0.19,-0.14,NO PLAY,N/A,fanduel,-158,118
Trendon Watford,REB,4.5,4.67,3.2,(4.67 × 0.5) + (3.2 × 0.5) = 3.93,3.93,4.52,0.57,0.13,NO PLAY,N/A,fanduel,110,-140
Derrick White,PTS,16.5,15.31,16.2,(15.31 × 0.5) + (16.2 × 0.5) = 15.76,15.76,5.57,0.74,0.13,NO PLAY,N/A,fanduel,-125,-106
Wendell Carter Jr.,REB,7.5,7.41,6.8,(7.41 × 0.5) + (6.8 × 0.5) = 7.11,7.11,3.12,0.39,0.13,NO PLAY,N/A,fanduel,-154,116
Evan Mobley,AST,3.5,4.0,3.4,(4.0 × 0.5) + (3.4 × 0.5) = 3.7,3.7,1.51,-0.2,-0.13,NO PLAY,N/A,fanduel,-136,102
Cason Wallace,AST,2.5,2.56,2.0,(2.56 × 0.5) + (2.0 × 0.5) = 2.28,2.28,1.67,0.22,0.13,NO PLAY,N/A,fanduel,-110,-120
Keldon Johnson,REB,7.5,6.27,8.0,(6.27 × 0.5) + (8.0 × 0.5) = 7.13,7.13,2.84,0.37,0.13,NO PLAY,N/A,fanduel,120,-160
Julian Champagnie,FG3M,2.5,2.27,3.2,(2.27 × 0.5) + (3.2 × 0.5) = 2.73,2.73,1.75,-0.23,-0.13,NO PLAY,N/A,fanduel,132,-178
Trendon Watford,AST,2.5,3.5,2.2,(3.5 × 0.5) + (2.2 × 0.5) = 2.85,2.85,2.81,-0.35,-0.12,NO PLAY,N/A,fanduel,-138,108
Pelle Larsson,FG3M,1.5,1.25,2.0,(1.25 × 0.5) + (2.0 × 0.5) = 1.62,1.62,1.0,-0.12,-0.12,NO PLAY,N/A,fanduel,114,-146
LaMelo Ball,REB,5.5,6.6,5.2,(6.6 × 0.5) + (5.2 × 0.5) = 5.9,5.9,3.31,-0.4,-0.12,NO PLAY,N/A,fanduel,110,-146
Payton Pritchard,AST,4.5,4.94,4.6,(4.94 × 0.5) + (4.6 × 0.5) = 4.77,4.77,2.32,-0.27,-0.12,NO PLAY,N/A,fanduel,108,-144
Anfernee Simons,PTS,13.5,13.88,11.4,(13.88 × 0.5) + (11.4 × 0.5) = 12.64,12.64,7.27,0.86,0.12,NO PLAY,N/A,fanduel,-102,-130
Desmond Bane,PTS,20.5,17.41,22.0,(17.41 × 0.5) + (22.0 × 0.5) = 19.71,19.71,6.87,0.79,0.12,NO PLAY,N/A,fanduel,-125,-106
Goga Bitadze,REB,5.5,5.06,5.4,(5.06 × 0.5) + (5.4 × 0.5) = 5.23,5.23,2.3,0.27,0.12,NO PLAY,N/A,fanduel,-114,-114
Scottie Barnes,AST,5.5,5.06,5.4,(5.06 × 0.5) + (5.4 × 0.5) = 5.23,5.23,2.17,0.27,0.12,NO PLAY,N/A,fanduel,118,-158
