Player,Stat,Line,Season_Avg,L5_Avg,Formula,Expected,Std_Dev,Deviation,Z_Score,Recommendation,Confidence,Bookmaker,Over_Odds,Under_Odds
Terance Mann,FG3M,0.5,1.13,1.4,(1.13 × 0.5) + (1.4 × 0.5) = 1.27,1.27,0.92,-0.77,-0.84,UNDER,Medium,betonlineag,-213,160
Shai Gilgeous-Alexander,FG3M,1.5,2.24,2.4,(2.24 × 0.5) + (2.4 × 0.5) = 2.32,2.32,0.97,-0.82,-0.84,UNDER,Medium,fanduel,-168,126
Collin Murray-Boyles,REB,5.5,3.45,3.6,(3.45 × 0.5) + (3.6 × 0.5) = 3.53,3.53,2.58,1.97,0.76,OVER,Medium,fanatics,105,-140
Keldon Johnson,FG3M,1.5,0.73,0.8,(0.73 × 0.5) + (0.8 × 0.5) = 0.77,0.77,0.96,0.73,0.76,OVER,Medium,fanduel,136,-182
Onyeka Okongwu,FG3M,1.5,1.94,4.0,(1.94 × 0.5) + (4.0 × 0.5) = 2.97,2.97,1.98,-1.47,-0.74,UNDER,Medium,fanduel,-140,106
Dean Wade,FG3M,1.5,1.06,0.4,(1.06 × 0.5) + (0.4 × 0.5) = 0.73,0.73,1.06,0.77,0.72,OVER,Medium,fanatics,120,-165
Marcus Smart,PTS,6.5,9.75,9.0,(9.75 × 0.5) + (9.0 × 0.5) = 9.38,9.38,3.98,-2.88,-0.72,UNDER,Medium,fanduel,-120,-110
Kawhi Leonard,AST,2.5,3.5,3.8,(3.5 × 0.5) + (3.8 × 0.5) = 3.65,3.65,1.64,-1.15,-0.7,UNDER,Medium,fanduel,110,-146
Nickeil Alexander-Walker,AST,4.5,3.6,4.0,(3.6 × 0.5) + (4.0 × 0.5) = 3.8,3.8,1.06,0.7,0.66,OVER,Medium,fanatics,100,-130
Jamal Shead,AST,4.5,5.38,6.2,(5.38 × 0.5) + (6.2 × 0.5) = 5.79,5.79,2.0,-1.29,-0.65,UNDER,Medium,fanduel,-146,110
LaMelo Ball,AST,7.5,9.3,8.4,(9.3 × 0.5) + (8.4 × 0.5) = 8.85,8.85,2.11,-1.35,-0.64,UNDER,Medium,fanduel,-122,-108
Jamal Shead,FG3M,0.5,1.12,1.0,(1.12 × 0.5) + (1.0 × 0.5) = 1.06,1.06,0.89,-0.56,-0.64,UNDER,Medium,betonlineag,-196,150
Kyle Filipowski,AST,1.5,2.29,2.4,(2.29 × 0.5) + (2.4 × 0.5) = 2.34,2.34,1.33,-0.84,-0.64,UNDER,Medium,betmgm,-160,120
Kyle Filipowski,FG3M,0.5,0.93,1.0,(0.93 × 0.5) + (1.0 × 0.5) = 0.96,0.96,0.73,-0.46,-0.64,UNDER,Medium,betmgm,-250,180
Keldon Johnson,AST,2.5,1.73,1.8,(1.73 × 0.5) + (1.8 × 0.5) = 1.77,1.77,1.16,0.73,0.63,OVER,Medium,betonlineag,134,-175
Quentin Grimes,REB,4.5,3.73,3.0,(3.73 × 0.5) + (3.0 × 0.5) = 3.37,3.37,1.83,1.13,0.62,OVER,Medium,fanduel,124,-160
Onyeka Okongwu,REB,8.5,7.38,5.2,(7.38 × 0.5) + (5.2 × 0.5) = 6.29,6.29,3.59,2.21,0.62,OVER,Medium,fanduel,104,-138
Jaylon Tyson,AST,1.5,1.92,2.4,(1.92 × 0.5) + (2.4 × 0.5) = 2.16,2.16,1.08,-0.66,-0.61,UNDER,Medium,fanatics,-190,130
Svi Mykhailiuk,AST,1.5,1.93,2.4,(1.93 × 0.5) + (2.4 × 0.5) = 2.17,2.17,1.1,-0.67,-0.61,UNDER,Medium,betmgm,-165,125
Luke Kornet,AST,2.5,2.0,1.4,(2.0 × 0.5) + (1.4 × 0.5) = 1.7,1.7,1.31,0.8,0.61,OVER,Medium,betonlineag,155,-204
Ryan Dunn,FG3M,1.5,1.0,1.0,(1.0 × 0.5) + (1.0 × 0.5) = 1.0,1.0,0.82,0.5,0.61,OVER,Medium,betonlineag,182,-244
Anthony Black,REB,3.5,3.0,2.4,(3.0 × 0.5) + (2.4 × 0.5) = 2.7,2.7,1.32,0.8,0.6,OVER,Medium,fanduel,-136,102
Goga Bitadze,AST,2.5,1.47,2.0,(1.47 × 0.5) + (2.0 × 0.5) = 1.74,1.74,1.28,0.76,0.6,OVER,Medium,fanatics,120,-165
Kawhi Leonard,PTS,20.5,24.33,27.2,(24.33 × 0.5) + (27.2 × 0.5) = 25.77,25.77,8.78,-5.27,-0.6,UNDER,Medium,bovada,120,205
Justin Edwards,REB,3.5,2.0,3.0,(2.0 × 0.5) + (3.0 × 0.5) = 2.5,2.5,1.68,1.0,0.59,OVER,Medium,fanduel,112,-142
Michael Porter Jr.,AST,2.5,3.14,4.2,(3.14 × 0.5) + (4.2 × 0.5) = 3.67,3.67,1.99,-1.17,-0.59,UNDER,Medium,betonlineag,-135,104
Kawhi Leonard,REB,4.5,5.67,6.0,(5.67 × 0.5) + (6.0 × 0.5) = 5.83,5.83,2.25,-1.33,-0.59,UNDER,Medium,fanduel,102,-136
Jeremy Sochan,FG3M,0.5,0.78,1.2,(0.78 × 0.5) + (1.2 × 0.5) = 0.99,0.99,0.83,-0.49,-0.59,UNDER,Medium,betmgm,-125,-105
Tyrese Maxey,REB,3.5,4.73,4.4,(4.73 × 0.5) + (4.4 × 0.5) = 4.57,4.57,1.83,-1.07,-0.58,UNDER,Medium,fanduel,-154,120
Anfernee Simons,AST,2.5,2.62,4.6,(2.62 × 0.5) + (4.6 × 0.5) = 3.61,3.61,1.93,-1.11,-0.58,UNDER,Medium,fanduel,-158,118
Luke Kornet,REB,7.5,5.75,4.6,(5.75 × 0.5) + (4.6 × 0.5) = 5.18,5.18,4.06,2.33,0.57,OVER,Medium,fanduel,-114,-114
Devin Booker,FG3M,2.5,1.88,1.0,(1.88 × 0.5) + (1.0 × 0.5) = 1.44,1.44,1.86,1.06,0.57,OVER,Medium,fanduel,122,-162
Davion Mitchell,PTS,9.5,10.56,13.2,(10.56 × 0.5) + (13.2 × 0.5) = 11.88,11.88,4.27,-2.38,-0.56,UNDER,Medium,fanduel,-122,-104
Devin Booker,PTS,29.5,27.06,24.2,(27.06 × 0.5) + (24.2 × 0.5) = 25.63,25.63,6.93,3.87,0.56,OVER,Medium,fanduel,-108,-122
James Harden,PTS,27.5,28.4,38.4,(28.4 × 0.5) + (38.4 × 0.5) = 33.4,33.4,10.73,-5.9,-0.55,UNDER,Medium,bovada,165,190
James Harden,FG3M,3.5,4.13,5.6,(4.13 × 0.5) + (5.6 × 0.5) = 4.87,4.87,2.47,-1.37,-0.55,UNDER,Medium,fanduel,102,-136
Kawhi Leonard,FG3M,1.5,2.33,2.6,(2.33 × 0.5) + (2.6 × 0.5) = 2.47,2.47,1.75,-0.97,-0.55,UNDER,Medium,fanduel,-136,102
Marcus Smart,REB,1.5,2.42,2.6,(2.42 × 0.5) + (2.6 × 0.5) = 2.51,2.51,1.83,-1.01,-0.55,UNDER,Medium,betonlineag,112,-145
Dillon Brooks,PTS,18.5,21.0,23.6,(21.0 × 0.5) + (23.6 × 0.5) = 22.3,22.3,7.09,-3.8,-0.54,UNDER,Medium,fanduel,-120,-110
Svi Mykhailiuk,REB,1.5,2.53,2.0,(2.53 × 0.5) + (2.0 × 0.5) = 2.27,2.27,1.46,-0.77,-0.53,UNDER,Medium,betonlineag,-135,105
Lauri Markkanen,PTS,26.5,29.87,34.4,(29.87 × 0.5) + (34.4 × 0.5) = 32.13,32.13,10.79,-5.63,-0.52,UNDER,Medium,fanduel,-120,-110
Tristan da Silva,FG3M,1.5,2.0,2.6,(2.0 × 0.5) + (2.6 × 0.5) = 2.3,2.3,1.58,-0.8,-0.51,UNDER,Medium,fanduel,-188,140
Gradey Dick,FG3M,1.5,1.06,0.8,(1.06 × 0.5) + (0.8 × 0.5) = 0.93,0.93,1.12,0.57,0.51,OVER,Medium,fanduel,136,-186
Gradey Dick,AST,0.5,0.62,1.2,(0.62 × 0.5) + (1.2 × 0.5) = 0.91,0.91,0.81,-0.41,-0.51,UNDER,Medium,fanatics,-125,-105
Jaylon Tyson,FG3M,1.5,2.17,2.2,(2.17 × 0.5) + (2.2 × 0.5) = 2.18,2.18,1.34,-0.68,-0.51,UNDER,Medium,fanduel,-174,130
Donovan Clingan,PTS,9.5,10.19,14.6,(10.19 × 0.5) + (14.6 × 0.5) = 12.39,12.39,5.68,-2.89,-0.51,UNDER,Medium,fanduel,-125,-106
Evan Mobley,PTS,20.5,19.0,16.6,(19.0 × 0.5) + (16.6 × 0.5) = 17.8,17.8,5.39,2.7,0.5,OVER,Medium,fanduel,100,-132
Kris Dunn,AST,2.5,2.69,4.4,(2.69 × 0.5) + (4.4 × 0.5) = 3.54,3.54,2.09,-1.04,-0.5,NO PLAY,N/A,fanatics,130,-190
Payton Pritchard,FG3M,2.5,2.69,4.4,(2.69 × 0.5) + (4.4 × 0.5) = 3.54,3.54,2.12,-1.04,-0.49,NO PLAY,N/A,fanduel,-188,140
Luguentz Dort,FG3M,1.5,1.73,2.6,(1.73 × 0.5) + (2.6 × 0.5) = 2.16,2.16,1.35,-0.66,-0.49,NO PLAY,N/A,fanduel,-192,142
Jake LaRavia,FG3M,1.5,1.13,0.6,(1.13 × 0.5) + (0.6 × 0.5) = 0.87,0.87,1.3,0.63,0.49,NO PLAY,N/A,fanduel,194,-270
Mark Williams,AST,1.5,0.86,1.0,(0.86 × 0.5) + (1.0 × 0.5) = 0.93,0.93,1.17,0.57,0.49,NO PLAY,N/A,betmgm,165,-220
Brandon Ingram,AST,4.5,4.0,4.0,(4.0 × 0.5) + (4.0 × 0.5) = 4.0,4.0,1.03,0.5,0.48,NO PLAY,N/A,fanduel,108,-144
Derrick White,REB,3.5,3.81,4.6,(3.81 × 0.5) + (4.6 × 0.5) = 4.21,4.21,1.52,-0.71,-0.47,NO PLAY,N/A,fanduel,-158,118
Deni Avdija,PTS,23.5,25.94,25.6,(25.94 × 0.5) + (25.6 × 0.5) = 25.77,25.77,4.82,-2.27,-0.47,NO PLAY,N/A,fanduel,-118,-112
Isaiah Joe,AST,1.5,1.67,2.8,(1.67 × 0.5) + (2.8 × 0.5) = 2.23,2.23,1.56,-0.73,-0.47,NO PLAY,N/A,fanatics,-145,110
Dru Smith,FG3M,0.5,0.88,1.0,(0.88 × 0.5) + (1.0 × 0.5) = 0.94,0.94,0.96,-0.44,-0.46,NO PLAY,N/A,fanatics,-140,105
Anthony Black,AST,3.5,2.59,3.2,(2.59 × 0.5) + (3.2 × 0.5) = 2.89,2.89,1.33,0.61,0.46,NO PLAY,N/A,fanduel,112,-148
Austin Reaves,AST,4.5,7.58,5.2,(7.58 × 0.5) + (5.2 × 0.5) = 6.39,6.39,4.08,-1.89,-0.46,NO PLAY,N/A,fanduel,-162,122
Miles Bridges,PTS,19.5,22.06,22.6,(22.06 × 0.5) + (22.6 × 0.5) = 22.33,22.33,6.24,-2.83,-0.45,NO PLAY,N/A,fanduel,-118,-110
Ryan Kalkbrenner,PTS,7.5,9.4,9.8,(9.4 × 0.5) + (9.8 × 0.5) = 9.6,9.6,4.69,-2.1,-0.45,NO PLAY,N/A,fanduel,-118,-112
Ajay Mitchell,FG3M,1.5,1.18,0.8,(1.18 × 0.5) + (0.8 × 0.5) = 0.99,0.99,1.13,0.51,0.45,NO PLAY,N/A,fanduel,162,-220
De'Aaron Fox,PTS,25.5,23.14,23.4,(23.14 × 0.5) + (23.4 × 0.5) = 23.27,23.27,4.98,2.23,0.45,NO PLAY,N/A,fanduel,-112,-118
Dru Smith,PTS,5.5,6.5,7.4,(6.5 × 0.5) + (7.4 × 0.5) = 6.95,6.95,3.33,-1.45,-0.44,NO PLAY,N/A,fanatics,-120,-110
Kon Knueppel,PTS,17.5,18.81,23.6,(18.81 × 0.5) + (23.6 × 0.5) = 21.21,21.21,8.49,-3.71,-0.44,NO PLAY,N/A,fanduel,102,-136
Darius Garland,PTS,17.5,14.75,14.75,(14.75 × 0.5) + (14.75 × 0.5) = 14.75,14.75,6.18,2.75,0.44,NO PLAY,N/A,fanduel,-122,-108
Isaiah Collier,PTS,8.5,9.86,10.8,(9.86 × 0.5) + (10.8 × 0.5) = 10.33,10.33,4.14,-1.83,-0.44,NO PLAY,N/A,fanduel,100,-132
Julian Champagnie,REB,4.5,4.33,2.4,(4.33 × 0.5) + (2.4 × 0.5) = 3.37,3.37,2.58,1.13,0.44,NO PLAY,N/A,fanduel,-118,-112
Mark Williams,REB,8.5,8.21,5.8,(8.21 × 0.5) + (5.8 × 0.5) = 7.01,7.01,3.38,1.49,0.44,NO PLAY,N/A,fanduel,-118,-112
Dru Smith,REB,2.5,2.44,4.4,(2.44 × 0.5) + (4.4 × 0.5) = 3.42,3.42,2.13,-0.92,-0.43,NO PLAY,N/A,fanatics,105,-140
Desmond Bane,REB,5.5,4.47,5.0,(4.47 × 0.5) + (5.0 × 0.5) = 4.74,4.74,1.77,0.76,0.43,NO PLAY,N/A,fanduel,110,-146
Jonathan Isaac,REB,5.5,3.31,5.4,(3.31 × 0.5) + (5.4 × 0.5) = 4.36,4.36,2.65,1.14,0.43,NO PLAY,N/A,fanatics,-140,105
John Collins,REB,5.5,4.88,4.6,(4.88 × 0.5) + (4.6 × 0.5) = 4.74,4.74,1.78,0.76,0.43,NO PLAY,N/A,fanduel,-106,-125
Brice Sensabaugh,FG3M,1.5,1.64,2.6,(1.64 × 0.5) + (2.6 × 0.5) = 2.12,2.12,1.45,-0.62,-0.43,NO PLAY,N/A,fanduel,-162,122
Dyson Daniels,PTS,11.5,9.18,9.4,(9.18 × 0.5) + (9.4 × 0.5) = 9.29,9.29,5.29,2.21,0.42,NO PLAY,N/A,fanduel,-122,-108
Day'Ron Sharpe,AST,2.5,1.86,2.0,(1.86 × 0.5) + (2.0 × 0.5) = 1.93,1.93,1.35,0.57,0.42,NO PLAY,N/A,betonlineag,136,-179
Brook Lopez,PTS,7.5,6.69,5.0,(6.69 × 0.5) + (5.0 × 0.5) = 5.84,5.84,3.91,1.66,0.42,NO PLAY,N/A,fanatics,100,-130
Donovan Clingan,REB,9.5,10.0,12.4,(10.0 × 0.5) + (12.4 × 0.5) = 11.2,11.2,4.08,-1.7,-0.42,NO PLAY,N/A,fanduel,-114,-114
Andre Drummond,PTS,11.5,8.21,10.6,(8.21 × 0.5) + (10.6 × 0.5) = 9.41,9.41,5.09,2.09,0.41,NO PLAY,N/A,fanduel,-108,-118
Luka Garza,FG3M,0.5,0.67,1.2,(0.67 × 0.5) + (1.2 × 0.5) = 0.93,0.93,1.05,-0.43,-0.41,NO PLAY,N/A,betonlineag,-103,-125
Onyeka Okongwu,AST,2.5,2.69,3.4,(2.69 × 0.5) + (3.4 × 0.5) = 3.04,3.04,1.35,-0.54,-0.4,NO PLAY,N/A,fanatics,-150,115
Devin Vassell,PTS,15.5,13.67,13.4,(13.67 × 0.5) + (13.4 × 0.5) = 13.53,13.53,4.86,1.97,0.4,NO PLAY,N/A,fanduel,-132,100
Justin Edwards,AST,1.5,1.38,2.6,(1.38 × 0.5) + (2.6 × 0.5) = 1.99,1.99,1.26,-0.49,-0.39,NO PLAY,N/A,fanatics,-140,105
Ivica Zubac,REB,10.5,11.19,12.8,(11.19 × 0.5) + (12.8 × 0.5) = 11.99,11.99,3.83,-1.49,-0.39,NO PLAY,N/A,fanduel,-122,-108
Jalen Johnson,REB,9.5,9.73,11.8,(9.73 × 0.5) + (11.8 × 0.5) = 10.77,10.77,3.31,-1.27,-0.38,NO PLAY,N/A,fanduel,-122,-108
Jalen Johnson,FG3M,1.5,1.33,2.6,(1.33 × 0.5) + (2.6 × 0.5) = 1.97,1.97,1.23,-0.47,-0.38,NO PLAY,N/A,fanduel,108,-144
Brandon Miller,AST,2.5,3.67,3.67,(3.67 × 0.5) + (3.67 × 0.5) = 3.67,3.67,3.06,-1.17,-0.38,NO PLAY,N/A,fanatics,-115,-115
Jaylen Brown,REB,5.5,5.69,7.4,(5.69 × 0.5) + (7.4 × 0.5) = 6.54,6.54,2.75,-1.04,-0.38,NO PLAY,N/A,fanduel,-132,100
Jamal Shead,PTS,6.5,5.88,4.8,(5.88 × 0.5) + (4.8 × 0.5) = 5.34,5.34,3.07,1.16,0.38,NO PLAY,N/A,fanduel,-108,-122
Michael Porter Jr.,REB,6.5,7.71,8.0,(7.71 × 0.5) + (8.0 × 0.5) = 7.86,7.86,3.6,-1.36,-0.38,NO PLAY,N/A,fanduel,-136,102
Jeremy Sochan,REB,4.5,3.33,4.4,(3.33 × 0.5) + (4.4 × 0.5) = 3.87,3.87,1.66,0.63,0.38,NO PLAY,N/A,fanduel,-166,124
Tyrese Maxey,FG3M,3.5,4.07,4.0,(4.07 × 0.5) + (4.0 × 0.5) = 4.03,4.03,1.44,-0.53,-0.37,NO PLAY,N/A,fanduel,-128,100
Donovan Mitchell,PTS,27.5,30.33,30.2,(30.33 × 0.5) + (30.2 × 0.5) = 30.27,30.27,7.52,-2.77,-0.37,NO PLAY,N/A,fanduel,-128,-104
Jaylon Tyson,REB,4.5,4.33,6.6,(4.33 × 0.5) + (6.6 × 0.5) = 5.47,5.47,2.64,-0.97,-0.37,NO PLAY,N/A,fanduel,-158,118
Rui Hachimura,PTS,11.5,15.14,12.4,(15.14 × 0.5) + (12.4 × 0.5) = 13.77,13.77,6.14,-2.27,-0.37,NO PLAY,N/A,fanduel,100,-132
Isaiah Collier,REB,2.5,3.0,3.6,(3.0 × 0.5) + (3.6 × 0.5) = 3.3,3.3,2.16,-0.8,-0.37,NO PLAY,N/A,fanduel,-102,-130
Pelle Larsson,REB,3.5,2.69,2.8,(2.69 × 0.5) + (2.8 × 0.5) = 2.74,2.74,2.09,0.76,0.36,NO PLAY,N/A,fanduel,130,-166
Nickeil Alexander-Walker,PTS,18.5,19.07,22.8,(19.07 × 0.5) + (22.8 × 0.5) = 20.93,20.93,6.84,-2.43,-0.36,NO PLAY,N/A,fanduel,-106,-125
Michael Porter Jr.,PTS,23.5,24.79,27.4,(24.79 × 0.5) + (27.4 × 0.5) = 26.09,26.09,7.27,-2.59,-0.36,NO PLAY,N/A,fanduel,-122,-108
Drake Powell,PTS,7.5,6.11,6.0,(6.11 × 0.5) + (6.0 × 0.5) = 6.06,6.06,4.04,1.44,0.36,NO PLAY,N/A,betonlineag,-115,-112
Drake Powell,AST,1.5,1.78,2.0,(1.78 × 0.5) + (2.0 × 0.5) = 1.89,1.89,1.09,-0.39,-0.36,NO PLAY,N/A,fanatics,-175,125
Marcus Smart,FG3M,1.5,1.08,1.2,(1.08 × 0.5) + (1.2 × 0.5) = 1.14,1.14,1.0,0.36,0.36,NO PLAY,N/A,fanduel,162,-220
Svi Mykhailiuk,FG3M,1.5,2.07,2.0,(2.07 × 0.5) + (2.0 × 0.5) = 2.03,2.03,1.49,-0.53,-0.36,NO PLAY,N/A,fanduel,-146,110
Quentin Grimes,PTS,18.5,16.87,16.2,(16.87 × 0.5) + (16.2 × 0.5) = 16.53,16.53,5.63,1.97,0.35,NO PLAY,N/A,fanduel,102,-130
Bam Adebayo,REB,8.5,7.9,6.6,(7.9 × 0.5) + (6.6 × 0.5) = 7.25,7.25,3.54,1.25,0.35,NO PLAY,N/A,fanduel,-102,-125
Isaiah Joe,FG3M,2.5,3.25,2.8,(3.25 × 0.5) + (2.8 × 0.5) = 3.02,3.02,1.48,-0.52,-0.35,NO PLAY,N/A,fanduel,-154,116
Keyonte George,PTS,20.5,22.8,23.2,(22.8 × 0.5) + (23.2 × 0.5) = 23.0,23.0,7.04,-2.5,-0.35,NO PLAY,N/A,fanduel,-110,-120
Rui Hachimura,FG3M,1.5,1.86,1.8,(1.86 × 0.5) + (1.8 × 0.5) = 1.83,1.83,0.95,-0.33,-0.35,NO PLAY,N/A,fanduel,-130,-102
Kevin Love,PTS,4.5,5.11,7.0,(5.11 × 0.5) + (7.0 × 0.5) = 6.06,6.06,4.48,-1.56,-0.35,NO PLAY,N/A,betmgm,-145,110
Harrison Barnes,AST,2.5,2.13,1.8,(2.13 × 0.5) + (1.8 × 0.5) = 1.97,1.97,1.51,0.53,0.35,NO PLAY,N/A,betonlineag,146,-192
Dru Smith,AST,3.5,3.25,2.6,(3.25 × 0.5) + (2.6 × 0.5) = 2.92,2.92,1.69,0.58,0.34,NO PLAY,N/A,fanatics,105,-140
Rui Hachimura,AST,0.5,1.21,0.6,(1.21 × 0.5) + (0.6 × 0.5) = 0.91,0.91,1.19,-0.41,-0.34,NO PLAY,N/A,betmgm,-150,110
Deandre Ayton,AST,0.5,0.93,0.8,(0.93 × 0.5) + (0.8 × 0.5) = 0.86,0.86,1.07,-0.36,-0.34,NO PLAY,N/A,betmgm,-135,100
Dillon Brooks,AST,2.5,2.0,2.0,(2.0 × 0.5) + (2.0 × 0.5) = 2.0,2.0,1.49,0.5,0.34,NO PLAY,N/A,betonlineag,152,-200
Simone Fontecchio,REB,2.5,2.69,3.2,(2.69 × 0.5) + (3.2 × 0.5) = 2.94,2.94,1.35,-0.44,-0.33,NO PLAY,N/A,fanduel,-130,102
Kel'el Ware,FG3M,0.5,0.88,0.6,(0.88 × 0.5) + (0.6 × 0.5) = 0.74,0.74,0.72,-0.24,-0.33,NO PLAY,N/A,fanatics,-165,120
Goga Bitadze,PTS,7.5,6.18,6.4,(6.18 × 0.5) + (6.4 × 0.5) = 6.29,6.29,3.64,1.21,0.33,NO PLAY,N/A,fanduel,-114,-114
Alex Caruso,REB,2.5,2.08,2.0,(2.08 × 0.5) + (2.0 × 0.5) = 2.04,2.04,1.38,0.46,0.33,NO PLAY,N/A,fanatics,120,-165
Jeremy Sochan,PTS,8.5,6.89,7.0,(6.89 × 0.5) + (7.0 × 0.5) = 6.94,6.94,4.76,1.56,0.33,NO PLAY,N/A,fanduel,-130,-102
Ryan Dunn,AST,1.5,1.88,2.0,(1.88 × 0.5) + (2.0 × 0.5) = 1.94,1.94,1.31,-0.44,-0.33,NO PLAY,N/A,betmgm,-185,135
Andre Drummond,REB,12.5,9.64,12.4,(9.64 × 0.5) + (12.4 × 0.5) = 11.02,11.02,4.57,1.48,0.32,NO PLAY,N/A,fanduel,-118,-108
Luka Garza,PTS,6.5,7.13,9.6,(7.13 × 0.5) + (9.6 × 0.5) = 8.37,8.37,5.77,-1.87,-0.32,NO PLAY,N/A,betonlineag,-115,-112
Anthony Black,FG3M,0.5,1.0,0.6,(1.0 × 0.5) + (0.6 × 0.5) = 0.8,0.8,0.94,-0.3,-0.32,NO PLAY,N/A,betonlineag,-222,167
Immanuel Quickley,AST,6.5,6.12,6.0,(6.12 × 0.5) + (6.0 × 0.5) = 6.06,6.06,1.36,0.44,0.32,NO PLAY,N/A,fanduel,116,-154
Darius Garland,AST,6.5,5.5,5.5,(5.5 × 0.5) + (5.5 × 0.5) = 5.5,5.5,3.11,1.0,0.32,NO PLAY,N/A,fanduel,108,-144
Dean Wade,PTS,5.5,5.31,3.8,(5.31 × 0.5) + (3.8 × 0.5) = 4.56,4.56,2.98,0.94,0.32,NO PLAY,N/A,fanduel,-130,-102
Luguentz Dort,AST,0.5,1.27,0.6,(1.27 × 0.5) + (0.6 × 0.5) = 0.94,0.94,1.35,-0.44,-0.32,NO PLAY,N/A,fanatics,-250,155
Luke Kornet,PTS,9.5,8.25,6.8,(8.25 × 0.5) + (6.8 × 0.5) = 7.52,7.52,6.16,1.97,0.32,NO PLAY,N/A,fanduel,-108,-122
Bam Adebayo,PTS,20.5,19.7,16.4,(19.7 × 0.5) + (16.4 × 0.5) = 18.05,18.05,7.89,2.45,0.31,NO PLAY,N/A,fanduel,-118,-108
Kel'el Ware,AST,0.5,0.69,0.8,(0.69 × 0.5) + (0.8 × 0.5) = 0.74,0.74,0.79,-0.24,-0.31,NO PLAY,N/A,betmgm,-160,120
Dyson Daniels,REB,5.5,6.06,6.4,(6.06 × 0.5) + (6.4 × 0.5) = 6.23,6.23,2.33,-0.73,-0.31,NO PLAY,N/A,fanduel,-132,100
Desmond Bane,FG3M,2.5,1.71,2.6,(1.71 × 0.5) + (2.6 × 0.5) = 2.15,2.15,1.1,0.35,0.31,NO PLAY,N/A,fanduel,116,-154
Donovan Clingan,AST,1.5,1.56,2.4,(1.56 × 0.5) + (2.4 × 0.5) = 1.98,1.98,1.55,-0.48,-0.31,NO PLAY,N/A,fanatics,-115,-115
Kris Murray,AST,1.5,1.13,1.4,(1.13 × 0.5) + (1.4 × 0.5) = 1.27,1.27,0.74,0.23,0.31,NO PLAY,N/A,fanatics,105,-140
Keyonte George,AST,6.5,7.13,7.2,(7.13 × 0.5) + (7.2 × 0.5) = 7.17,7.17,2.17,-0.67,-0.31,NO PLAY,N/A,fanduel,-106,-125
Kyle Filipowski,PTS,8.5,8.5,11.4,(8.5 × 0.5) + (11.4 × 0.5) = 9.95,9.95,4.69,-1.45,-0.31,NO PLAY,N/A,fanduel,-120,-110
Kyle Filipowski,REB,5.5,5.71,7.0,(5.71 × 0.5) + (7.0 × 0.5) = 6.36,6.36,2.79,-0.86,-0.31,NO PLAY,N/A,fanduel,-130,-102
Wendell Carter Jr.,FG3M,1.5,1.29,1.2,(1.29 × 0.5) + (1.2 × 0.5) = 1.25,1.25,0.85,0.25,0.3,NO PLAY,N/A,fanduel,182,-250
Jonathan Isaac,FG3M,0.5,0.31,0.4,(0.31 × 0.5) + (0.4 × 0.5) = 0.36,0.36,0.48,0.14,0.3,NO PLAY,N/A,fanatics,105,-140
Gradey Dick,REB,2.5,2.06,1.8,(2.06 × 0.5) + (1.8 × 0.5) = 1.93,1.93,1.88,0.57,0.3,NO PLAY,N/A,fanduel,-128,-104
Michael Porter Jr.,FG3M,3.5,3.21,3.0,(3.21 × 0.5) + (3.0 × 0.5) = 3.11,3.11,1.31,0.39,0.3,NO PLAY,N/A,fanduel,112,-148
