Player,Stat,Line,Season_Avg,L5_Avg,Formula,Expected,Std_Dev,Deviation,Z_Score,Recommendation,Confidence,Bookmaker,Over_Odds,Under_Odds
Jordan Clarkson,FG3M,1.5,1.38,1.2,(1.38 × 0.5) + (1.2 × 0.5) = 1.29,1.29,1.2,0.21,0.18,NO PLAY,N/A,fanduel,-158,118
Andrew Nembhard,AST,6.5,6.4,6.0,(6.4 × 0.5) + (6.0 × 0.5) = 6.2,6.2,1.71,0.3,0.18,NO PLAY,N/A,fanduel,108,-144
Bennedict Mathurin,REB,5.5,6.67,5.8,(6.67 × 0.5) + (5.8 × 0.5) = 6.23,6.23,4.03,-0.73,-0.18,NO PLAY,N/A,fanduel,-125,-106
Anthony Edwards,REB,4.5,4.54,5.2,(4.54 × 0.5) + (5.2 × 0.5) = 4.87,4.87,2.11,-0.37,-0.18,NO PLAY,N/A,draftkings,-152,115
Kentavious Caldwell-Pope,PTS,7.5,7.5,6.0,(7.5 × 0.5) + (6.0 × 0.5) = 6.75,6.75,4.2,0.75,0.18,NO PLAY,N/A,fanduel,-118,-112
Kentavious Caldwell-Pope,REB,1.5,2.33,1.2,(2.33 × 0.5) + (1.2 × 0.5) = 1.77,1.77,1.46,-0.27,-0.18,NO PLAY,N/A,betonlineag,-161,124
Dillon Brooks,FG3M,2.5,2.67,2.8,(2.67 × 0.5) + (2.8 × 0.5) = 2.73,2.73,1.3,-0.23,-0.18,NO PLAY,N/A,fanduel,-132,100
Dylan Harper,AST,3.5,3.83,4.2,(3.83 × 0.5) + (4.2 × 0.5) = 4.02,4.02,2.86,-0.52,-0.18,NO PLAY,N/A,fanduel,104,-138
Derrick White,PTS,16.5,15.35,15.8,(15.35 × 0.5) + (15.8 × 0.5) = 15.58,15.58,5.4,0.92,0.17,NO PLAY,N/A,draftkings,-125,-102
Miles McBride,FG3M,2.5,2.15,2.4,(2.15 × 0.5) + (2.4 × 0.5) = 2.28,2.28,1.34,0.22,0.17,NO PLAY,N/A,fanduel,140,-188
Kel'el Ware,PTS,13.5,12.44,16.6,(12.44 × 0.5) + (16.6 × 0.5) = 14.52,14.52,5.93,-1.02,-0.17,NO PLAY,N/A,fanduel,102,-136
Jaren Jackson Jr.,REB,5.5,5.31,5.0,(5.31 × 0.5) + (5.0 × 0.5) = 5.16,5.16,2.02,0.34,0.17,NO PLAY,N/A,fanduel,-125,-106
Buddy Hield,FG3M,1.5,1.37,2.2,(1.37 × 0.5) + (2.2 × 0.5) = 1.78,1.78,1.67,-0.28,-0.17,NO PLAY,N/A,draftkings,-123,-107
Donovan Clingan,REB,10.5,9.94,12.4,(9.94 × 0.5) + (12.4 × 0.5) = 11.17,11.17,3.87,-0.67,-0.17,NO PLAY,N/A,fanduel,-108,-122
Anfernee Simons,REB,2.5,2.41,3.2,(2.41 × 0.5) + (3.2 × 0.5) = 2.81,2.81,1.94,-0.31,-0.16,NO PLAY,N/A,draftkings,100,-131
Brandon Miller,PTS,18.5,16.67,16.67,(16.67 × 0.5) + (16.67 × 0.5) = 16.67,16.67,11.15,1.83,0.16,NO PLAY,N/A,fanduel,-102,-130
Ben Sheppard,REB,3.5,4.29,3.4,(4.29 × 0.5) + (3.4 × 0.5) = 3.85,3.85,2.2,-0.35,-0.16,NO PLAY,N/A,fanduel,-152,114
Jay Huff,FG3M,1.5,1.24,2.2,(1.24 × 0.5) + (2.2 × 0.5) = 1.72,1.72,1.35,-0.22,-0.16,NO PLAY,N/A,williamhill_us,111,-148
T.J. McConnell,REB,2.5,2.0,2.4,(2.0 × 0.5) + (2.4 × 0.5) = 2.2,2.2,1.91,0.3,0.16,NO PLAY,N/A,betmgm,-115,-115
Cason Wallace,AST,2.5,2.47,2.0,(2.47 × 0.5) + (2.0 × 0.5) = 2.24,2.24,1.66,0.26,0.16,NO PLAY,N/A,draftkings,-119,-110
Alex Caruso,AST,2.5,2.69,2.8,(2.69 × 0.5) + (2.8 × 0.5) = 2.75,2.75,1.49,-0.25,-0.16,NO PLAY,N/A,betmgm,-130,-105
Zach Edey,REB,8.5,7.6,7.6,(7.6 × 0.5) + (7.6 × 0.5) = 7.6,7.6,5.55,0.9,0.16,NO PLAY,N/A,fanduel,-102,-130
Jabari Smith Jr.,FG3M,2.5,2.29,3.2,(2.29 × 0.5) + (3.2 × 0.5) = 2.74,2.74,1.49,-0.24,-0.16,NO PLAY,N/A,draftkings,119,-158
Devin Vassell,AST,3.5,2.56,3.8,(2.56 × 0.5) + (3.8 × 0.5) = 3.18,3.18,2.0,0.32,0.16,NO PLAY,N/A,fanduel,122,-162
De'Aaron Fox,FG3M,2.5,2.38,3.0,(2.38 × 0.5) + (3.0 × 0.5) = 2.69,2.69,1.19,-0.19,-0.16,NO PLAY,N/A,fanduel,134,-180
Julian Champagnie,AST,1.5,1.38,1.2,(1.38 × 0.5) + (1.2 × 0.5) = 1.29,1.29,1.31,0.21,0.16,NO PLAY,N/A,betmgm,-105,-130
Karl-Anthony Towns,FG3M,2.5,1.94,2.6,(1.94 × 0.5) + (2.6 × 0.5) = 2.27,2.27,1.57,0.23,0.15,NO PLAY,N/A,fanduel,154,-210
Sandro Mamukelashvili,PTS,10.5,10.35,12.2,(10.35 × 0.5) + (12.2 × 0.5) = 11.28,11.28,5.26,-0.78,-0.15,NO PLAY,N/A,fanduel,-110,-120
Jarace Walker,PTS,9.5,10.35,10.4,(10.35 × 0.5) + (10.4 × 0.5) = 10.38,10.38,5.66,-0.88,-0.15,NO PLAY,N/A,fanduel,100,-132
Jarace Walker,AST,1.5,2.59,1.0,(2.59 × 0.5) + (1.0 × 0.5) = 1.79,1.79,2.0,-0.29,-0.15,NO PLAY,N/A,betmgm,-145,105
Jakob Poeltl,AST,1.5,1.77,1.6,(1.77 × 0.5) + (1.6 × 0.5) = 1.68,1.68,1.24,-0.18,-0.15,NO PLAY,N/A,betmgm,-135,100
Jaden McDaniels,PTS,13.5,16.5,12.4,(16.5 × 0.5) + (12.4 × 0.5) = 14.45,14.45,6.15,-0.95,-0.15,NO PLAY,N/A,draftkings,-106,-120
Jeremiah Fears,FG3M,1.5,1.22,1.4,(1.22 × 0.5) + (1.4 × 0.5) = 1.31,1.31,1.26,0.19,0.15,NO PLAY,N/A,fanduel,140,-188
Reed Sheppard,AST,3.5,3.2,3.2,(3.2 × 0.5) + (3.2 × 0.5) = 3.2,3.2,1.97,0.3,0.15,NO PLAY,N/A,draftkings,-144,109
Moses Moody,FG3M,2.5,2.71,3.0,(2.71 × 0.5) + (3.0 × 0.5) = 2.85,2.85,2.37,-0.35,-0.15,NO PLAY,N/A,draftkings,115,-152
DeMar DeRozan,AST,3.5,3.61,4.0,(3.61 × 0.5) + (4.0 × 0.5) = 3.81,3.81,2.03,-0.31,-0.15,NO PLAY,N/A,fanduel,-110,-120
Dillon Brooks,AST,1.5,1.83,1.6,(1.83 × 0.5) + (1.6 × 0.5) = 1.72,1.72,1.47,-0.22,-0.15,NO PLAY,N/A,betmgm,-145,110
Scottie Barnes,PTS,19.5,19.22,18.0,(19.22 × 0.5) + (18.0 × 0.5) = 18.61,18.61,6.42,0.89,0.14,NO PLAY,N/A,fanduel,-130,-102
Anthony Edwards,FG3M,2.5,3.23,2.4,(3.23 × 0.5) + (2.4 × 0.5) = 2.82,2.82,2.24,-0.32,-0.14,NO PLAY,N/A,draftkings,-147,112
Buddy Hield,AST,1.5,1.63,1.8,(1.63 × 0.5) + (1.8 × 0.5) = 1.72,1.72,1.5,-0.22,-0.14,NO PLAY,N/A,betmgm,115,-155
Keegan Murray,FG3M,2.5,2.33,2.33,(2.33 × 0.5) + (2.33 × 0.5) = 2.33,2.33,1.15,0.17,0.14,NO PLAY,N/A,fanduel,110,-146
Malik Monk,FG3M,1.5,1.87,1.6,(1.87 × 0.5) + (1.6 × 0.5) = 1.73,1.73,1.64,-0.23,-0.14,NO PLAY,N/A,fanduel,118,-158
Harrison Barnes,AST,2.5,2.19,2.4,(2.19 × 0.5) + (2.4 × 0.5) = 2.29,2.29,1.47,0.21,0.14,NO PLAY,N/A,williamhill_us,125,-170
Ausar Thompson,AST,2.5,3.0,2.6,(3.0 × 0.5) + (2.6 × 0.5) = 2.8,2.8,2.24,-0.3,-0.13,NO PLAY,N/A,draftkings,123,-163
Anfernee Simons,PTS,14.5,14.41,12.6,(14.41 × 0.5) + (12.6 × 0.5) = 13.51,13.51,7.38,0.99,0.13,NO PLAY,N/A,draftkings,-109,-117
Miles McBride,PTS,10.5,10.0,12.6,(10.0 × 0.5) + (12.6 × 0.5) = 11.3,11.3,5.97,-0.8,-0.13,NO PLAY,N/A,fanduel,-132,100
Miles McBride,REB,2.5,2.46,2.2,(2.46 × 0.5) + (2.2 × 0.5) = 2.33,2.33,1.33,0.17,0.13,NO PLAY,N/A,betonlineag,-109,-119
Jay Huff,PTS,7.5,6.59,9.8,(6.59 × 0.5) + (9.8 × 0.5) = 8.19,8.19,5.44,-0.69,-0.13,NO PLAY,N/A,betmgm,-115,-115
Myles Turner,PTS,12.5,12.39,11.2,(12.39 × 0.5) + (11.2 × 0.5) = 11.79,11.79,5.41,0.71,0.13,NO PLAY,N/A,fanduel,-122,-108
Gary Trent Jr.,FG3M,2.5,2.28,2.4,(2.28 × 0.5) + (2.4 × 0.5) = 2.34,2.34,1.27,0.16,0.13,NO PLAY,N/A,fanduel,120,-160
Ajay Mitchell,AST,3.5,3.83,3.8,(3.83 × 0.5) + (3.8 × 0.5) = 3.82,3.82,2.5,-0.32,-0.13,NO PLAY,N/A,draftkings,-114,-115
Donte DiVincenzo,PTS,12.5,13.82,12.6,(13.82 × 0.5) + (12.6 × 0.5) = 13.21,13.21,5.53,-0.71,-0.13,NO PLAY,N/A,draftkings,-118,-108
Trey Murphy III,PTS,19.5,20.17,21.0,(20.17 × 0.5) + (21.0 × 0.5) = 20.58,20.58,8.42,-1.08,-0.13,NO PLAY,N/A,fanduel,-110,-120
Precious Achiuwa,PTS,7.5,6.82,7.0,(6.82 × 0.5) + (7.0 × 0.5) = 6.91,6.91,4.42,0.59,0.13,NO PLAY,N/A,fanduel,-125,-106
Robert Williams III,REB,4.5,4.45,5.2,(4.45 × 0.5) + (5.2 × 0.5) = 4.83,4.83,2.46,-0.33,-0.13,NO PLAY,N/A,fanduel,-158,118
Julian Champagnie,FG3M,2.5,2.25,3.2,(2.25 × 0.5) + (3.2 × 0.5) = 2.72,2.72,1.69,-0.23,-0.13,NO PLAY,N/A,fanduel,114,-152
Sam Hauser,REB,3.5,3.35,3.2,(3.35 × 0.5) + (3.2 × 0.5) = 3.28,3.28,1.8,0.22,0.12,NO PLAY,N/A,draftkings,106,-139
Jalen Brunson,PTS,28.5,28.29,30.2,(28.29 × 0.5) + (30.2 × 0.5) = 29.24,29.24,6.13,-0.74,-0.12,NO PLAY,N/A,fanduel,-114,-114
Jarace Walker,FG3M,1.5,1.59,1.8,(1.59 × 0.5) + (1.8 × 0.5) = 1.69,1.69,1.66,-0.19,-0.12,NO PLAY,N/A,fanduel,140,-188
Jay Huff,REB,3.5,3.12,3.2,(3.12 × 0.5) + (3.2 × 0.5) = 3.16,3.16,2.78,0.34,0.12,NO PLAY,N/A,betmgm,-105,-125
Trey Murphy III,FG3M,3.5,3.0,3.6,(3.0 × 0.5) + (3.6 × 0.5) = 3.3,3.3,1.71,0.2,0.12,NO PLAY,N/A,fanduel,104,-138
Jose Alvarado,AST,3.5,2.88,3.6,(2.88 × 0.5) + (3.6 × 0.5) = 3.24,3.24,2.2,0.26,0.12,NO PLAY,N/A,betonlineag,132,-172
Alperen Sengun,PTS,23.5,22.4,23.0,(22.4 × 0.5) + (23.0 × 0.5) = 22.7,22.7,6.65,0.8,0.12,NO PLAY,N/A,draftkings,-103,-124
Donovan Clingan,PTS,11.5,10.28,14.0,(10.28 × 0.5) + (14.0 × 0.5) = 12.14,12.14,5.44,-0.64,-0.12,NO PLAY,N/A,fanduel,-108,-122
Keldon Johnson,REB,6.5,6.25,7.4,(6.25 × 0.5) + (7.4 × 0.5) = 6.82,6.82,2.74,-0.33,-0.12,NO PLAY,N/A,fanduel,-128,-104
Josh Hart,PTS,11.5,9.67,12.2,(9.67 × 0.5) + (12.2 × 0.5) = 10.93,10.93,5.25,0.57,0.11,NO PLAY,N/A,fanduel,-112,-118
Giannis Antetokounmpo,PTS,28.5,31.15,27.6,(31.15 × 0.5) + (27.6 × 0.5) = 29.38,29.38,7.78,-0.88,-0.11,NO PLAY,N/A,fanduel,-102,-130
Kyle Kuzma,AST,1.5,1.76,1.6,(1.76 × 0.5) + (1.6 × 0.5) = 1.68,1.68,1.68,-0.18,-0.11,NO PLAY,N/A,draftkings,-175,132
Cason Wallace,PTS,8.5,8.65,9.2,(8.65 × 0.5) + (9.2 × 0.5) = 8.92,8.92,3.9,-0.42,-0.11,NO PLAY,N/A,draftkings,-126,-101
Chet Holmgren,FG3M,1.5,1.43,1.2,(1.43 × 0.5) + (1.2 × 0.5) = 1.31,1.31,1.65,0.19,0.11,NO PLAY,N/A,draftkings,-115,-115
Derik Queen,AST,4.5,3.28,5.0,(3.28 × 0.5) + (5.0 × 0.5) = 4.14,4.14,3.2,0.36,0.11,NO PLAY,N/A,fanduel,134,-180
Jaren Jackson Jr.,FG3M,1.5,1.62,1.6,(1.62 × 0.5) + (1.6 × 0.5) = 1.61,1.61,1.02,-0.11,-0.11,NO PLAY,N/A,fanduel,-166,124
Mark Williams,PTS,13.5,12.33,13.2,(12.33 × 0.5) + (13.2 × 0.5) = 12.77,12.77,6.81,0.73,0.11,NO PLAY,N/A,fanduel,-114,-114
DeMar DeRozan,PTS,18.5,18.72,20.2,(18.72 × 0.5) + (20.2 × 0.5) = 19.46,19.46,8.4,-0.96,-0.11,NO PLAY,N/A,fanduel,-108,-122
Precious Achiuwa,REB,5.5,5.0,5.4,(5.0 × 0.5) + (5.4 × 0.5) = 5.2,5.2,2.83,0.3,0.11,NO PLAY,N/A,fanduel,-158,118
Jaylen Brown,AST,4.5,4.29,5.0,(4.29 × 0.5) + (5.0 × 0.5) = 4.65,4.65,1.53,-0.15,-0.1,NO PLAY,N/A,draftkings,126,-167
Jalen Duren,AST,2.5,2.07,3.2,(2.07 × 0.5) + (3.2 × 0.5) = 2.63,2.63,1.33,-0.13,-0.1,NO PLAY,N/A,draftkings,119,-158
Anfernee Simons,FG3M,2.5,2.71,2.0,(2.71 × 0.5) + (2.0 × 0.5) = 2.35,2.35,1.53,0.15,0.1,NO PLAY,N/A,draftkings,119,-157
Cade Cunningham,FG3M,1.5,1.79,1.4,(1.79 × 0.5) + (1.4 × 0.5) = 1.59,1.59,0.97,-0.09,-0.1,NO PLAY,N/A,draftkings,-188,142
Sam Hauser,FG3M,1.5,2.0,1.4,(2.0 × 0.5) + (1.4 × 0.5) = 1.7,1.7,2.0,-0.2,-0.1,NO PLAY,N/A,draftkings,-169,128
Caris LeVert,FG3M,1.5,1.33,1.4,(1.33 × 0.5) + (1.4 × 0.5) = 1.37,1.37,1.37,0.13,0.1,NO PLAY,N/A,draftkings,167,-223
Karl-Anthony Towns,PTS,24.5,22.62,28.0,(22.62 × 0.5) + (28.0 × 0.5) = 25.31,25.31,8.4,-0.81,-0.1,NO PLAY,N/A,fanduel,100,-132
Jakob Poeltl,PTS,12.5,10.92,12.8,(10.92 × 0.5) + (12.8 × 0.5) = 11.86,11.86,6.61,0.64,0.1,NO PLAY,N/A,fanduel,-110,-120
Shai Gilgeous-Alexander,PTS,32.5,32.22,31.4,(32.22 × 0.5) + (31.4 × 0.5) = 31.81,31.81,6.79,0.69,0.1,NO PLAY,N/A,draftkings,-106,-120
Cason Wallace,FG3M,1.5,1.59,1.6,(1.59 × 0.5) + (1.6 × 0.5) = 1.59,1.59,0.94,-0.09,-0.1,NO PLAY,N/A,draftkings,-101,-130
Saddiq Bey,AST,2.5,2.18,2.4,(2.18 × 0.5) + (2.4 × 0.5) = 2.29,2.29,2.07,0.21,0.1,NO PLAY,N/A,draftkings,116,-153
Jalen Brunson,AST,6.5,6.5,7.0,(6.5 × 0.5) + (7.0 × 0.5) = 6.75,6.75,2.71,-0.25,-0.09,NO PLAY,N/A,fanduel,-112,-118
Isaiah Jackson,REB,5.5,5.94,5.6,(5.94 × 0.5) + (5.6 × 0.5) = 5.77,5.77,3.01,-0.27,-0.09,NO PLAY,N/A,fanduel,-106,-125
Norman Powell,REB,3.5,3.86,3.6,(3.86 × 0.5) + (3.6 × 0.5) = 3.73,3.73,2.41,-0.23,-0.09,NO PLAY,N/A,fanduel,128,-172
Andrew Wiggins,FG3M,1.5,1.8,1.4,(1.8 × 0.5) + (1.4 × 0.5) = 1.6,1.6,1.15,-0.1,-0.09,NO PLAY,N/A,fanduel,116,-154
Luguentz Dort,PTS,8.5,8.17,9.6,(8.17 × 0.5) + (9.6 × 0.5) = 8.88,8.88,4.26,-0.38,-0.09,NO PLAY,N/A,draftkings,-131,103
Cam Spencer,PTS,10.5,9.94,12.0,(9.94 × 0.5) + (12.0 × 0.5) = 10.97,10.97,5.15,-0.47,-0.09,NO PLAY,N/A,betonlineag,-123,-104
Aaron Holiday,PTS,10.5,7.4,12.2,(7.4 × 0.5) + (12.2 × 0.5) = 9.8,9.8,7.65,0.7,0.09,NO PLAY,N/A,draftkings,-107,-119
Draymond Green,FG3M,1.5,1.56,1.2,(1.56 × 0.5) + (1.2 × 0.5) = 1.38,1.38,1.26,0.12,0.09,NO PLAY,N/A,draftkings,110,-144
Buddy Hield,REB,2.5,1.89,2.8,(1.89 × 0.5) + (2.8 × 0.5) = 2.35,2.35,1.76,0.15,0.09,NO PLAY,N/A,betonlineag,-114,-114
Gary Payton II,PTS,4.5,3.28,5.2,(3.28 × 0.5) + (5.2 × 0.5) = 4.24,4.24,2.93,0.26,0.09,NO PLAY,N/A,betmgm,-130,100
Jerami Grant,AST,2.5,2.47,2.8,(2.47 × 0.5) + (2.8 × 0.5) = 2.64,2.64,1.55,-0.14,-0.09,NO PLAY,N/A,fanduel,-140,106
Deni Avdija,AST,6.5,5.39,7.0,(5.39 × 0.5) + (7.0 × 0.5) = 6.19,6.19,3.26,0.31,0.09,NO PLAY,N/A,fanduel,-154,116
Shaedon Sharpe,AST,2.5,2.07,3.2,(2.07 × 0.5) + (3.2 × 0.5) = 2.64,2.64,1.59,-0.14,-0.09,NO PLAY,N/A,fanduel,-128,-104
Shaedon Sharpe,REB,4.5,5.0,4.4,(5.0 × 0.5) + (4.4 × 0.5) = 4.7,4.7,2.15,-0.2,-0.09,NO PLAY,N/A,fanduel,-106,-125
Sam Hauser,PTS,6.5,6.65,5.4,(6.65 × 0.5) + (5.4 × 0.5) = 6.02,6.02,6.1,0.48,0.08,NO PLAY,N/A,draftkings,-104,-122
Mikal Bridges,PTS,16.5,16.25,17.6,(16.25 × 0.5) + (17.6 × 0.5) = 16.92,16.92,5.26,-0.43,-0.08,NO PLAY,N/A,fanduel,-102,-130
Josh Hart,REB,7.5,7.0,8.6,(7.0 × 0.5) + (8.6 × 0.5) = 7.8,7.8,3.76,-0.3,-0.08,NO PLAY,N/A,fanduel,-122,-108
Sion James,PTS,4.5,6.88,2.8,(6.88 × 0.5) + (2.8 × 0.5) = 4.84,4.84,4.31,-0.34,-0.08,NO PLAY,N/A,betmgm,-120,-110
Immanuel Quickley,FG3M,2.5,2.44,2.8,(2.44 × 0.5) + (2.8 × 0.5) = 2.62,2.62,1.5,-0.12,-0.08,NO PLAY,N/A,fanduel,108,-144
Ja'Kobe Walter,FG3M,1.5,1.0,1.8,(1.0 × 0.5) + (1.8 × 0.5) = 1.4,1.4,1.2,0.1,0.08,NO PLAY,N/A,fanduel,116,-154
Bam Adebayo,AST,2.5,2.75,2.0,(2.75 × 0.5) + (2.0 × 0.5) = 2.38,2.38,1.6,0.12,0.08,NO PLAY,N/A,fanduel,-174,130
Cason Wallace,REB,2.5,2.82,1.8,(2.82 × 0.5) + (1.8 × 0.5) = 2.31,2.31,2.3,0.19,0.08,NO PLAY,N/A,draftkings,-134,102
Cedric Coward,PTS,13.5,13.78,12.4,(13.78 × 0.5) + (12.4 × 0.5) = 13.09,13.09,5.4,0.41,0.08,NO PLAY,N/A,fanduel,-110,-120
Jock Landale,AST,1.5,1.61,1.2,(1.61 × 0.5) + (1.2 × 0.5) = 1.41,1.41,1.2,0.09,0.08,NO PLAY,N/A,betmgm,105,-140
Jabari Smith Jr.,PTS,15.5,15.07,16.8,(15.07 × 0.5) + (16.8 × 0.5) = 15.94,15.94,5.25,-0.44,-0.08,NO PLAY,N/A,draftkings,-116,-109
Reed Sheppard,PTS,14.5,13.13,15.0,(13.13 × 0.5) + (15.0 × 0.5) = 14.07,14.07,5.74,0.43,0.08,NO PLAY,N/A,draftkings,-116,-110
Russell Westbrook,AST,6.5,6.56,7.0,(6.56 × 0.5) + (7.0 × 0.5) = 6.78,6.78,3.65,-0.28,-0.08,NO PLAY,N/A,fanduel,-132,100
Jordan Goodwin,REB,5.5,4.33,6.2,(4.33 × 0.5) + (6.2 × 0.5) = 5.27,5.27,2.87,0.23,0.08,NO PLAY,N/A,fanduel,-102,-130
Jerami Grant,FG3M,2.5,2.24,3.0,(2.24 × 0.5) + (3.0 × 0.5) = 2.62,2.62,1.39,-0.12,-0.08,NO PLAY,N/A,fanduel,118,-158
Tobias Harris,FG3M,1.5,1.5,1.6,(1.5 × 0.5) + (1.6 × 0.5) = 1.55,1.55,0.76,-0.05,-0.07,NO PLAY,N/A,draftkings,153,-204
Mikal Bridges,REB,4.5,4.56,4.8,(4.56 × 0.5) + (4.8 × 0.5) = 4.68,4.68,2.56,-0.18,-0.07,NO PLAY,N/A,fanduel,122,-162
Pascal Siakam,REB,6.5,7.06,6.4,(7.06 × 0.5) + (6.4 × 0.5) = 6.73,6.73,3.21,-0.23,-0.07,NO PLAY,N/A,fanduel,-106,-125
Jamal Shead,REB,1.5,1.56,1.2,(1.56 × 0.5) + (1.2 × 0.5) = 1.38,1.38,1.65,0.12,0.07,NO PLAY,N/A,betmgm,-145,105
Giannis Antetokounmpo,REB,9.5,10.85,7.6,(10.85 × 0.5) + (7.6 × 0.5) = 9.22,9.22,4.16,0.28,0.07,NO PLAY,N/A,fanduel,-136,102
Myles Turner,AST,1.5,1.78,1.4,(1.78 × 0.5) + (1.4 × 0.5) = 1.59,1.59,1.22,-0.09,-0.07,NO PLAY,N/A,draftkings,-157,119
Giannis Antetokounmpo,FG3M,0.5,0.69,0.4,(0.69 × 0.5) + (0.4 × 0.5) = 0.55,0.55,0.63,-0.05,-0.07,NO PLAY,N/A,betonlineag,158,-208
Cedric Coward,REB,5.5,5.83,5.6,(5.83 × 0.5) + (5.6 × 0.5) = 5.72,5.72,2.98,-0.22,-0.07,NO PLAY,N/A,fanduel,104,-138
Zion Williamson,REB,5.5,5.5,5.0,(5.5 × 0.5) + (5.0 × 0.5) = 5.25,5.25,3.82,0.25,0.07,NO PLAY,N/A,fanduel,-158,118
Jabari Smith Jr.,REB,7.5,6.93,8.4,(6.93 × 0.5) + (8.4 × 0.5) = 7.66,7.66,2.27,-0.16,-0.07,NO PLAY,N/A,draftkings,-111,-118
Jordan Goodwin,PTS,9.5,7.87,11.8,(7.87 × 0.5) + (11.8 × 0.5) = 9.83,9.83,4.96,-0.33,-0.07,NO PLAY,N/A,fanduel,-130,-102
Devin Vassell,REB,3.5,3.62,3.6,(3.62 × 0.5) + (3.6 × 0.5) = 3.61,3.61,1.67,-0.11,-0.07,NO PLAY,N/A,fanduel,-144,108
Tobias Harris,REB,4.5,5.25,3.4,(5.25 × 0.5) + (3.4 × 0.5) = 4.32,4.32,3.01,0.17,0.06,NO PLAY,N/A,draftkings,-107,-123
Derrick White,FG3M,2.5,2.53,2.6,(2.53 × 0.5) + (2.6 × 0.5) = 2.56,2.56,1.07,-0.06,-0.06,NO PLAY,N/A,draftkings,-138,104
Scottie Barnes,REB,7.5,7.78,7.6,(7.78 × 0.5) + (7.6 × 0.5) = 7.69,7.69,3.06,-0.19,-0.06,NO PLAY,N/A,fanduel,-148,112
Jaylen Wells,FG3M,1.5,1.56,1.6,(1.56 × 0.5) + (1.6 × 0.5) = 1.58,1.58,1.38,-0.08,-0.06,NO PLAY,N/A,fanduel,-180,134
Gary Payton II,REB,3.5,2.94,3.8,(2.94 × 0.5) + (3.8 × 0.5) = 3.37,3.37,2.26,0.13,0.06,NO PLAY,N/A,betonlineag,110,-143
Russell Westbrook,PTS,12.5,13.72,12.0,(13.72 × 0.5) + (12.0 × 0.5) = 12.86,12.86,6.42,-0.36,-0.06,NO PLAY,N/A,fanduel,-120,-110
Toumani Camara,AST,2.5,2.78,2.4,(2.78 × 0.5) + (2.4 × 0.5) = 2.59,2.59,1.4,-0.09,-0.06,NO PLAY,N/A,fanduel,-114,-114
Deni Avdija,REB,6.5,6.44,6.2,(6.44 × 0.5) + (6.2 × 0.5) = 6.32,6.32,2.77,0.18,0.06,NO PLAY,N/A,fanduel,-132,100
Jalen Brunson,REB,3.5,3.43,3.4,(3.43 × 0.5) + (3.4 × 0.5) = 3.41,3.41,1.79,0.09,0.05,NO PLAY,N/A,fanduel,142,-192
Brandon Ingram,REB,5.5,5.83,5.4,(5.83 × 0.5) + (5.4 × 0.5) = 5.62,5.62,2.31,-0.12,-0.05,NO PLAY,N/A,fanduel,-144,108
Collin Murray-Boyles,FG3M,0.5,0.69,0.2,(0.69 × 0.5) + (0.2 × 0.5) = 0.45,0.45,1.11,0.05,0.05,NO PLAY,N/A,betmgm,145,-200
Bam Adebayo,PTS,17.5,19.33,15.0,(19.33 × 0.5) + (15.0 × 0.5) = 17.17,17.17,7.19,0.33,0.05,NO PLAY,N/A,fanduel,-104,-128
Gary Trent Jr.,AST,1.5,1.94,1.2,(1.94 × 0.5) + (1.2 × 0.5) = 1.57,1.57,1.35,-0.07,-0.05,NO PLAY,N/A,betmgm,-115,-118
Derik Queen,PTS,14.5,12.39,17.4,(12.39 × 0.5) + (17.4 × 0.5) = 14.89,14.89,7.45,-0.39,-0.05,NO PLAY,N/A,fanduel,-104,-128
Quinten Post,REB,4.5,3.95,4.8,(3.95 × 0.5) + (4.8 × 0.5) = 4.37,4.37,2.34,0.13,0.05,NO PLAY,N/A,draftkings,-118,-111
Stephen Curry,FG3M,5.5,4.87,6.4,(4.87 × 0.5) + (6.4 × 0.5) = 5.63,5.63,2.53,-0.13,-0.05,NO PLAY,N/A,draftkings,122,-161
Amen Thompson,FG3M,0.5,0.53,0.4,(0.53 × 0.5) + (0.4 × 0.5) = 0.47,0.47,0.64,0.03,0.05,NO PLAY,N/A,draftkings,-104,-126
De'Aaron Fox,PTS,24.5,23.5,26.0,(23.5 × 0.5) + (26.0 × 0.5) = 24.75,24.75,4.72,-0.25,-0.05,NO PLAY,N/A,fanduel,-102,-130
Keldon Johnson,PTS,13.5,12.56,15.0,(12.56 × 0.5) + (15.0 × 0.5) = 13.78,13.78,5.46,-0.28,-0.05,NO PLAY,N/A,fanduel,-130,-102
Deni Avdija,FG3M,2.5,2.56,2.6,(2.56 × 0.5) + (2.6 × 0.5) = 2.58,2.58,1.5,-0.08,-0.05,NO PLAY,N/A,fanduel,104,-138
Cade Cunningham,AST,9.5,9.64,9.6,(9.64 × 0.5) + (9.6 × 0.5) = 9.62,9.62,3.1,-0.12,-0.04,NO PLAY,N/A,draftkings,109,-144
Brandon Ingram,PTS,23.5,21.61,24.8,(21.61 × 0.5) + (24.8 × 0.5) = 23.21,23.21,6.68,0.29,0.04,NO PLAY,N/A,fanduel,-118,-112
Ryan Rollins,AST,6.5,6.0,7.2,(6.0 × 0.5) + (7.2 × 0.5) = 6.6,6.6,2.79,-0.1,-0.04,NO PLAY,N/A,fanduel,-114,-114
