Player,Stat,Line,Season_Avg,L5_Avg,Formula,Expected,Std_Dev,Deviation,Z_Score,Recommendation,Confidence,Bookmaker,Over_Odds,Under_Odds
Kon Knueppel,AST,1.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,1.5,0,NO PLAY,N/A,fanduel,-140,106
Ryan Kalkbrenner,PTS,8.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,8.5,0,NO PLAY,N/A,fanduel,-102,-130
Kon Knueppel,PTS,21.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,21.5,0,NO PLAY,N/A,fanduel,-118,-112
Ryan Kalkbrenner,REB,6.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,6.5,0,NO PLAY,N/A,fanduel,-158,118
Nicolas Batum,REB,2.5,2.79,2.2,(2.79 × 0.5) + (2.2 × 0.5) = 2.5,2.5,1.61,0.0,0.0,NO PLAY,N/A,fanduel,-186,138
Kon Knueppel,REB,3.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,3.5,0,NO PLAY,N/A,fanduel,-132,100
Kon Knueppel,FG3M,4.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,4.5,0,NO PLAY,N/A,fanduel,142,-192
Sion James,REB,1.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,1.5,0,NO PLAY,N/A,williamhill_us,-129,-104
Sion James,PTS,3.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,3.5,0,NO PLAY,N/A,draftkings,110,-140
Sion James,FG3M,0.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,0.5,0,NO PLAY,N/A,draftkings,105,-135
Derik Queen,AST,5.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,5.5,0,NO PLAY,N/A,fanduel,122,-162
Jeremiah Fears,AST,3.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,3.5,0,NO PLAY,N/A,fanduel,128,-172
Jeremiah Fears,PTS,15.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,15.5,0,NO PLAY,N/A,fanduel,-114,-114
Derik Queen,PTS,15.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,15.5,0,NO PLAY,N/A,fanduel,-122,-108
Saddiq Bey,PTS,12.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,12.5,0,NO PLAY,N/A,fanduel,-114,-114
Saddiq Bey,REB,4.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,4.5,0,NO PLAY,N/A,fanduel,-136,102
Derik Queen,REB,7.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,7.5,0,NO PLAY,N/A,fanduel,-148,112
Jeremiah Fears,REB,3.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,3.5,0,NO PLAY,N/A,fanduel,116,-154
Jeremiah Fears,FG3M,1.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,1.5,0,NO PLAY,N/A,fanduel,126,-168
Saddiq Bey,FG3M,1.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,1.5,0,NO PLAY,N/A,fanduel,-136,104
Saddiq Bey,AST,1.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,1.5,0,NO PLAY,N/A,fanatics,-140,105
Derik Queen,FG3M,0.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,0.5,0,NO PLAY,N/A,fanatics,155,-250
Cam Whitmore,PTS,10.5,9.35,11.6,(9.35 × 0.5) + (11.6 × 0.5) = 10.48,10.48,7.36,0.02,0.0,NO PLAY,N/A,fanduel,-132,100
Tre Johnson,PTS,10.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,10.5,0,NO PLAY,N/A,fanduel,-130,-102
Tre Johnson,FG3M,1.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,1.5,0,NO PLAY,N/A,fanduel,-114,-114
Tre Johnson,REB,2.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,2.5,0,NO PLAY,N/A,betonlineag,-156,120
Tre Johnson,AST,1.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,1.5,0,NO PLAY,N/A,fanatics,130,-190
Patrick Williams,PTS,10.5,8.98,12.0,(8.98 × 0.5) + (12.0 × 0.5) = 10.49,10.49,4.69,0.01,0.0,NO PLAY,N/A,fanatics,-110,-120
Cooper Flagg,AST,3.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,3.5,0,NO PLAY,N/A,fanduel,-110,-120
Cedric Coward,AST,3.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,3.5,0,NO PLAY,N/A,fanduel,140,-188
Cedric Coward,PTS,16.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,16.5,0,NO PLAY,N/A,fanduel,-112,-118
Cooper Flagg,PTS,17.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,17.5,0,NO PLAY,N/A,fanduel,-106,-125
Daniel Gafford,REB,6.5,6.81,6.2,(6.81 × 0.5) + (6.2 × 0.5) = 6.5,6.5,3.26,-0.0,-0.0,NO PLAY,N/A,fanduel,-140,106
Cedric Coward,REB,5.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,5.5,0,NO PLAY,N/A,fanduel,-144,108
Cooper Flagg,REB,6.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,6.5,0,NO PLAY,N/A,fanduel,100,-132
Cedric Coward,FG3M,1.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,1.5,0,NO PLAY,N/A,fanduel,-178,132
Cooper Flagg,FG3M,1.5,0,0,(0 × 0.5) + (0 × 0.5) = 0.0,0.0,0,1.5,0,NO PLAY,N/A,fanduel,148,-200
Klay Thompson,AST,1.5,2.01,1.0,(2.01 × 0.5) + (1.0 × 0.5) = 1.51,1.51,1.52,-0.01,-0.0,NO PLAY,N/A,fanatics,-130,100
Klay Thompson,REB,2.5,3.42,1.6,(3.42 × 0.5) + (1.6 × 0.5) = 2.51,2.51,1.87,-0.01,-0.0,NO PLAY,N/A,fanatics,-125,-105
